Date,Time,All,N,S
Wednesday 1 October 2014,00:00,1175,390,785
,01:00,692,208,484
,02:00,371,166,205
,03:00,534,348,186
,04:00,1299,897,402
,05:00,2089,1288,801
,06:00,4499,2270,2229
,07:00,10912,5171,5741
,08:00,10636,6145,4491
,09:00,9162,4481,4681
,10:00,7266,3724,3542
,11:00,7061,3568,3493
,12:00,7367,3670,3697
,13:00,7801,3940,3861
,14:00,8111,4032,4079
,15:00,8905,4331,4574
,16:00,11381,5787,5594
,17:00,11900,5751,6149
,18:00,10048,5239,4809
,19:00,6952,3512,3440
,20:00,4868,2352,2516
,21:00,3534,1716,1818
,22:00,2898,1336,1562
,23:00,1828,907,921
,Total,141289,71229,70060
Thursday 2 October 2014,00:00,1338,386,952
,01:00,611,239,372
,02:00,399,200,199
,03:00,543,334,209
,04:00,1190,806,384
,05:00,2025,1207,818
,06:00,4343,2157,2186
,07:00,10966,5246,5720
,08:00,10526,6203,4323
,09:00,9044,4475,4569
,10:00,7228,3734,3494
,11:00,7021,3575,3446
,12:00,7636,3870,3766
,13:00,7797,3958,3839
,14:00,8358,4105,4253
,15:00,9077,4461,4616
,16:00,11515,5694,5821
,17:00,11896,5801,6095
,18:00,10242,5162,5080
,19:00,7261,3666,3595
,20:00,5148,2598,2550
,21:00,4042,1906,2136
,22:00,2917,1290,1627
,23:00,1926,919,1007
,Total,143049,71992,71057
Friday 3 October 2014,00:00,1423,513,910
,01:00,722,280,442
,02:00,483,206,277
,03:00,521,316,205
,04:00,1270,869,401
,05:00,2056,1230,826
,06:00,4417,2268,2149
,07:00,10884,5162,5722
,08:00,10584,5615,4969
,09:00,8425,4234,4191
,10:00,7331,3795,3536
,11:00,7597,3848,3749
,12:00,8233,4014,4219
,13:00,8880,4428,4452
,14:00,9431,4586,4845
,15:00,10564,5283,5281
,16:00,10856,5398,5458
,17:00,9506,5114,4392
,18:00,9419,4893,4526
,19:00,7426,3936,3490
,20:00,5298,2481,2817
,21:00,3800,1821,1979
,22:00,3170,1340,1830
,23:00,2320,1066,1254
,Total,144616,72696,71920
Saturday 4 October 2014,00:00,1893,686,1207
,01:00,899,386,513
,02:00,543,296,247
,03:00,628,356,272
,04:00,1194,812,382
,05:00,1441,846,595
,06:00,2007,1096,911
,07:00,3714,2037,1677
,08:00,5031,2471,2560
,09:00,6433,3307,3126
,10:00,6789,3523,3266
,11:00,7906,3921,3985
,12:00,8846,4158,4688
,13:00,9384,4625,4759
,14:00,8858,4273,4585
,15:00,8457,4277,4180
,16:00,8150,4154,3996
,17:00,7730,3825,3905
,18:00,7005,3440,3565
,19:00,5107,2467,2640
,20:00,3752,1723,2029
,21:00,2496,1141,1355
,22:00,2051,931,1120
,23:00,1891,873,1018
,Total,112205,55624,56581
Sunday 5 October 2014,00:00,1737,692,1045
,01:00,1045,408,637
,02:00,688,311,377
,03:00,615,367,248
,04:00,999,701,298
,05:00,1142,681,461
,06:00,1438,784,654
,07:00,2100,1182,918
,08:00,2704,1318,1386
,09:00,4057,2021,2036
,10:00,5155,2576,2579
,11:00,6407,3308,3099
,12:00,7738,3876,3862
,13:00,8660,4471,4189
,14:00,8762,4340,4422
,15:00,8041,4085,3956
,16:00,7763,4041,3722
,17:00,7899,4083,3816
,18:00,7461,4017,3444
,19:00,6087,3266,2821
,20:00,4641,2266,2375
,21:00,3071,1537,1534
,22:00,2134,1026,1108
,23:00,1874,699,1175
,Total,102218,52056,50162
Monday 6 October 2014,00:00,1236,401,835
,01:00,664,179,485
,02:00,303,155,148
,03:00,431,274,157
,04:00,1288,906,382
,05:00,2469,1445,1024
,06:00,4510,2311,2199
,07:00,10371,4937,5434
,08:00,10830,6168,4662
,09:00,9206,4526,4680
,10:00,7141,3605,3536
,11:00,7171,3620,3551
,12:00,7120,3612,3508
,13:00,7424,3702,3722
,14:00,7663,3822,3841
,15:00,8412,4278,4134
,16:00,11032,5435,5597
,17:00,11736,5724,6012
,18:00,9614,4965,4649
,19:00,6059,3182,2877
,20:00,4200,1965,2235
,21:00,3015,1409,1606
,22:00,2340,1067,1273
,23:00,1675,699,976
,Total,135910,68387,67523
Tuesday 7 October 2014,00:00,1224,427,797
,01:00,505,194,311
,02:00,334,163,171
,03:00,528,331,197
,04:00,1203,857,346
,05:00,2167,1311,856
,06:00,4500,2295,2205
,07:00,10809,5117,5692
,08:00,11212,6050,5162
,09:00,8819,4593,4226
,10:00,7247,3749,3498
,11:00,7168,3632,3536
,12:00,7074,3599,3475
,13:00,7297,3590,3707
,14:00,7690,3915,3775
,15:00,8660,4375,4285
,16:00,11104,5641,5463
,17:00,11889,5819,6070
,18:00,10243,5252,4991
,19:00,6480,3250,3230
,20:00,4439,2123,2316
,21:00,3455,1561,1894
,22:00,2556,1137,1419
,23:00,1718,804,914
,Total,138321,69785,68536
Wednesday 8 October 2014,00:00,1256,443,813
,01:00,694,249,445
,02:00,397,176,221
,03:00,508,316,192
,04:00,1060,710,350
,05:00,2038,1259,779
,06:00,4529,2225,2304
,07:00,10769,5201,5568
,08:00,10099,6002,4097
,09:00,9056,4286,4770
,10:00,6931,3533,3398
,11:00,6729,3430,3299
,12:00,7309,3612,3697
,13:00,7805,3817,3988
,14:00,7939,4010,3929
,15:00,8790,4353,4437
,16:00,10810,5298,5512
,17:00,11917,5810,6107
,18:00,10095,5314,4781
,19:00,6854,3470,3384
,20:00,4571,2210,2361
,21:00,3627,1731,1896
,22:00,2919,1283,1636
,23:00,1847,877,970
,Total,138549,69615,68934
Thursday 9 October 2014,00:00,1332,423,909
,01:00,597,237,360
,02:00,402,181,221
,03:00,503,296,207
,04:00,1178,824,354
,05:00,1996,1189,807
,06:00,4291,2121,2170
,07:00,10226,5016,5210
,08:00,10191,6026,4165
,09:00,9770,4512,5258
,10:00,7247,3681,3566
,11:00,7239,3739,3500
,12:00,7475,3703,3772
,13:00,7863,3951,3912
,14:00,7934,4044,3890
,15:00,8935,4540,4395
,16:00,11394,5677,5717
,17:00,11567,5678,5889
,18:00,10293,5073,5220
,19:00,6993,3468,3525
,20:00,4986,2490,2496
,21:00,3968,1896,2072
,22:00,2962,1304,1658
,23:00,2102,939,1163
,Total,141444,71008,70436
Friday 10 October 2014,00:00,1565,508,1057
,01:00,715,278,437
,02:00,381,167,214
,03:00,526,303,223
,04:00,1206,827,379
,05:00,1795,970,825
,06:00,4175,1975,2200
,07:00,10203,4663,5540
,08:00,10905,6035,4870
,09:00,8413,4327,4086
,10:00,7219,3736,3483
,11:00,7649,3842,3807
,12:00,8275,4076,4199
,13:00,9015,4525,4490
,14:00,9659,4768,4891
,15:00,10511,5149,5362
,16:00,11702,5638,6064
,17:00,11353,5426,5927
,18:00,9671,4947,4724
,19:00,7534,3641,3893
,20:00,5168,2445,2723
,21:00,3782,1825,1957
,22:00,3168,1444,1724
,23:00,2273,1164,1109
,Total,146863,72679,74184
Saturday 11 October 2014,00:00,1804,685,1119
,01:00,959,396,563
,02:00,609,274,335
,03:00,646,375,271
,04:00,1178,790,388
,05:00,1386,759,627
,06:00,1993,1014,979
,07:00,3424,1870,1554
,08:00,4704,2460,2244
,09:00,6306,3335,2971
,10:00,6948,3564,3384
,11:00,7524,3736,3788
,12:00,8751,4270,4481
,13:00,9190,4493,4697
,14:00,8831,4251,4580
,15:00,8814,4225,4589
,16:00,8431,4103,4328
,17:00,7473,3629,3844
,18:00,6551,3279,3272
,19:00,5492,2589,2903
,20:00,3830,1810,2020
,21:00,2456,1127,1329
,22:00,2055,975,1080
,23:00,1781,847,934
,Total,111136,54856,56280
Sunday 12 October 2014,00:00,1589,679,910
,01:00,1230,501,729
,02:00,719,307,412
,03:00,571,332,239
