Date,Time,All,N,S
Tuesday 1 April 2014,00:00,1026,350,676
,01:00,450,172,278
,02:00,335,165,170
,03:00,403,253,150
,04:00,1027,727,300
,05:00,2033,1269,764
,06:00,4195,2079,2116
,07:00,10243,4787,5456
,08:00,10623,6090,4533
,09:00,9304,4404,4900
,10:00,7098,3635,3463
,11:00,6626,3420,3206
,12:00,6972,3558,3414
,13:00,7261,3695,3566
,14:00,7481,3737,3744
,15:00,8450,4272,4178
,16:00,10623,5378,5245
,17:00,11833,5754,6079
,18:00,9597,5308,4289
,19:00,6240,3147,3093
,20:00,4197,1981,2216
,21:00,3113,1407,1706
,22:00,2430,1115,1315
,23:00,1619,754,865
,Total,133179,67457,65722
Wednesday 2 April 2014,00:00,1180,370,810
,01:00,513,208,305
,02:00,307,142,165
,03:00,471,289,182
,04:00,984,665,319
,05:00,1876,1167,709
,06:00,4150,2062,2088
,07:00,10529,5019,5510
,08:00,11247,5705,5542
,09:00,8524,4226,4298
,10:00,7289,3847,3442
,11:00,6549,3380,3169
,12:00,7262,3683,3579
,13:00,7649,3771,3878
,14:00,7835,3810,4025
,15:00,8395,4121,4274
,16:00,10608,5331,5277
,17:00,11770,5689,6081
,18:00,9815,5271,4544
,19:00,6446,3376,3070
,20:00,4564,2214,2350
,21:00,3392,1648,1744
,22:00,2722,1271,1451
,23:00,1706,800,906
,Total,135783,68065,67718
Thursday 3 April 2014,00:00,1045,369,676
,01:00,459,188,271
,02:00,344,176,168
,03:00,428,258,170
,04:00,1038,711,327
,05:00,2108,1300,808
,06:00,4103,1911,2192
,07:00,10657,5134,5523
,08:00,11465,6045,5420
,09:00,8638,4443,4195
,10:00,7234,3692,3542
,11:00,6877,3513,3364
,12:00,7187,3616,3571
,13:00,7767,3895,3872
,14:00,7903,4086,3817
,15:00,8658,4409,4249
,16:00,10890,5377,5513
,17:00,12223,5895,6328
,18:00,9783,5150,4633
,19:00,6790,3384,3406
,20:00,5118,2545,2573
,21:00,4006,1865,2141
,22:00,2886,1262,1624
,23:00,1861,863,998
,Total,139468,70087,69381
Friday 4 April 2014,00:00,1268,471,797
,01:00,641,227,414
,02:00,374,161,213
,03:00,477,279,198
,04:00,1157,783,374
,05:00,1980,1184,796
,06:00,4089,2005,2084
,07:00,10186,5054,5132
,08:00,11073,5693,5380
,09:00,8536,4274,4262
,10:00,7214,3670,3544
,11:00,7391,3792,3599
,12:00,8204,4123,4081
,13:00,8868,4332,4536
,14:00,9354,4706,4648
,15:00,10431,5143,5288
,16:00,11814,5770,6044
,17:00,11497,5579,5918
,18:00,9538,4896,4642
,19:00,6997,3318,3679
,20:00,5044,2488,2556
,21:00,4065,1977,2088
,22:00,2973,1308,1665
,23:00,1983,877,1106
,Total,145154,72110,73044
Saturday 5 April 2014,00:00,1581,564,1017
,01:00,799,361,438
,02:00,461,232,229
,03:00,540,307,233
,04:00,974,651,323
,05:00,1382,820,562
,06:00,1981,1028,953
,07:00,3428,1916,1512
,08:00,4648,2456,2192
