Date,Time,All,N,S
Sunday 1 June 2014,00:00,1565,639,926
,01:00,1235,469,766
,02:00,853,377,476
,03:00,674,412,262
,04:00,1114,785,329
,05:00,1200,737,463
,06:00,1415,776,639
,07:00,2038,1135,903
,08:00,2409,1226,1183
,09:00,3295,1583,1712
,10:00,4866,2318,2548
,11:00,6206,3050,3156
,12:00,7447,3584,3863
,13:00,7969,4055,3914
,14:00,7974,4101,3873
,15:00,7487,3929,3558
,16:00,6900,3669,3231
,17:00,6738,3622,3116
,18:00,6461,3424,3037
,19:00,5463,2786,2677
,20:00,4220,2136,2084
,21:00,2841,1413,1428
,22:00,2211,1052,1159
,23:00,1670,819,851
,Total,94251,48097,46154
Monday 2 June 2014,00:00,1447,493,954
,01:00,707,263,444
,02:00,389,204,185
,03:00,497,319,178
,04:00,1229,853,376
,05:00,1638,1009,629
,06:00,1758,945,813
,07:00,2691,1407,1284
,08:00,2876,1433,1443
,09:00,3345,1573,1772
,10:00,4488,2151,2337
,11:00,5963,2985,2978
,12:00,7177,3599,3578
,13:00,7918,4056,3862
,14:00,8010,4246,3764
,15:00,7707,4208,3499
,16:00,7807,4219,3588
,17:00,7580,4013,3567
,18:00,7223,3886,3337
,19:00,5989,3066,2923
,20:00,4727,2460,2267
,21:00,3262,1709,1553
,22:00,2694,1408,1286
,23:00,2129,806,1323
,Total,99251,51311,47940
Tuesday 3 June 2014,00:00,1235,383,852
,01:00,493,199,294
,02:00,378,197,181
,03:00,467,308,159
,04:00,1345,957,388
,05:00,2457,1475,982
,06:00,4631,2225,2406
,07:00,10444,5042,5402
,08:00,11327,5772,5555
,09:00,8461,4287,4174
,10:00,7233,3689,3544
,11:00,7506,3853,3653
,12:00,7684,3865,3819
,13:00,7803,4063,3740
,14:00,8087,4085,4002
,15:00,8617,4330,4287
,16:00,10713,5506,5207
,17:00,12232,6057,6175
,18:00,9543,5033,4510
,19:00,6457,3321,3136
,20:00,4445,2227,2218
,21:00,3547,1666,1881
,22:00,2591,1215,1376
,23:00,1746,788,958
,Total,139442,70543,68899
Wednesday 4 June 2014,00:00,1238,436,802
,01:00,637,201,436
,02:00,339,162,177
,03:00,487,312,175
,04:00,1193,856,337
,05:00,2164,1337,827
,06:00,4453,2217,2236
,07:00,10142,4782,5360
,08:00,11338,5724,5614
,09:00,9037,4660,4377
,10:00,7046,3674,3372
,11:00,7087,3578,3509
,12:00,7370,3727,3643
,13:00,7808,3789,4019
,14:00,7765,3973,3792
,15:00,8171,4274,3897
,16:00,10835,5470,5365
,17:00,11768,5879,5889
,18:00,10190,5309,4881
,19:00,6460,3338,3122
,20:00,4746,2346,2400
,21:00,3835,1846,1989
,22:00,2833,1193,1640
,23:00,1905,861,1044
,Total,138847,69944,68903
Thursday 5 June 2014,00:00,1204,419,785
,01:00,645,251,394
,02:00,415,167,248
,03:00,525,349,176
,04:00,1178,825,353
,05:00,2096,1264,832
,06:00,4610,2331,2279
,07:00,10376,4994,5382
,08:00,11538,5853,5685
,09:00,8953,4544,4409
,10:00,7271,3701,3570
,11:00,7285,3717,3568
,12:00,7500,3597,3903
,13:00,7907,3969,3938
,14:00,8097,4041,4056
,15:00,8690,4387,4303
,16:00,10942,5689,5253
,17:00,12424,5987,6437
,18:00,9896,5141,4755
,19:00,6706,3418,3288
,20:00,5127,2438,2689
,21:00,4190,2022,2168
,22:00,3076,1400,1676
,23:00,2176,959,1217
,Total,142827,71463,71364
Friday 6 June 2014,00:00,1436,558,878
,01:00,758,259,499
,02:00,419,192,227
,03:00,560,340,220
,04:00,1189,819,370
,05:00,2084,1259,825
,06:00,4327,2108,2219
,07:00,9704,4821,4883
,08:00,8252,5594,2658
,09:00,7922,4165,3757
,10:00,7404,3699,3705
,11:00,7541,3924,3617
,12:00,8292,4057,4235
,13:00,8985,4482,4503
,14:00,9420,4810,4610
,15:00,10431,5269,5162
,16:00,11522,5817,5705
,17:00,11526,5430,6096
,18:00,9469,5037,4432
,19:00,7070,3481,3589
,20:00,5224,2480,2744
,21:00,4132,1974,2158
,22:00,3022,1370,1652
,23:00,2450,1053,1397
,Total,143139,72998,70141
Saturday 7 June 2014,00:00,1709,589,1120
,01:00,821,337,484
