Date,Time,All,N,S
Wednesday 1 January 2014,00:00,821,374,447
,01:00,1281,647,634
,02:00,909,420,489
,03:00,689,372,317
,04:00,715,440,275
,05:00,854,488,366
,06:00,923,505,418
,07:00,1372,746,626
,08:00,1282,688,594
,09:00,1440,766,674
,10:00,1824,871,953
,11:00,2653,1244,1409
,12:00,3952,1958,1994
,13:00,5231,2771,2460
,14:00,5876,3084,2792
,15:00,5363,2751,2612
,16:00,5024,2607,2417
,17:00,4694,2429,2265
,18:00,4088,2090,1998
,19:00,3590,1851,1739
,20:00,3019,1464,1555
,21:00,2197,1144,1053
,22:00,1840,821,1019
,23:00,1138,477,661
,Total,60775,31008,29767
Thursday 2 January 2014,00:00,646,269,377
,01:00,344,139,205
,02:00,286,141,145
,03:00,394,252,142
,04:00,943,619,324
,05:00,1835,1047,788
,06:00,3159,1584,1575
,07:00,6505,3161,3344
,08:00,7636,3947,3689
,09:00,5752,2914,2838
,10:00,5582,2843,2739
,11:00,6401,3249,3152
,12:00,7443,3727,3716
,13:00,7626,4024,3602
,14:00,7771,3903,3868
,15:00,8070,4034,4036
,16:00,9396,4861,4535
,17:00,9683,4759,4924
,18:00,6712,3422,3290
,19:00,4741,2407,2334
,20:00,3441,1624,1817
,21:00,2525,1321,1204
,22:00,1955,905,1050
,23:00,1428,578,850
,Total,110274,55730,54544
Friday 3 January 2014,00:00,833,326,507
,01:00,450,212,238
,02:00,331,157,174
,03:00,479,289,190
,04:00,1030,670,360
,05:00,1806,1063,743
,06:00,3239,1708,1531
,07:00,6515,3221,3294
,08:00,7946,4034,3912
,09:00,6046,3082,2964
,10:00,5848,3081,2767
,11:00,6622,3454,3168
,12:00,7310,3714,3596
,13:00,8151,4155,3996
,14:00,8699,4376,4323
,15:00,9042,4603,4439
,16:00,9748,4926,4822
,17:00,9882,4924,4958
,18:00,7575,3797,3778
,19:00,5394,2635,2759
,20:00,3793,1738,2055
,21:00,2924,1453,1471
,22:00,2185,1086,1099
,23:00,1934,767,1167
,Total,117782,59471,58311
Saturday 4 January 2014,00:00,1263,468,795
,01:00,692,291,401
,02:00,451,234,217
,03:00,527,317,210
,04:00,1001,699,302
,05:00,1573,941,632
,06:00,1954,1061,893
,07:00,2538,1349,1189
,08:00,3385,1733,1652
,09:00,4494,2395,2099
