Date,Time,All,N,S
Thursday 1 May 2014,00:00,1319,437,882
,01:00,589,206,383
,02:00,334,166,168
,03:00,446,265,181
,04:00,1099,756,343
,05:00,2112,1288,824
,06:00,4404,2233,2171
,07:00,10344,4962,5382
,08:00,11315,5868,5447
,09:00,9246,4673,4573
,10:00,7388,3724,3664
,11:00,7208,3681,3527
,12:00,7360,3590,3770
,13:00,7916,3846,4070
,14:00,8014,3907,4107
,15:00,8864,4385,4479
,16:00,10674,5134,5540
,17:00,12200,5958,6242
,18:00,10276,5416,4860
,19:00,7030,3592,3438
,20:00,5082,2679,2403
,21:00,4481,2157,2324
,22:00,3095,1399,1696
,23:00,1980,898,1082
,Total,142776,71220,71556
Friday 2 May 2014,00:00,1314,502,812
,01:00,715,308,407
,02:00,399,175,224
,03:00,543,331,212
,04:00,1146,787,359
,05:00,2039,1207,832
,06:00,4398,2155,2243
,07:00,10316,5102,5214
,08:00,11178,5701,5477
,09:00,8529,4362,4167
,10:00,7128,3494,3634
,11:00,7608,3778,3830
,12:00,8472,4063,4409
,13:00,8820,4156,4664
,14:00,9282,4404,4878
,15:00,10177,4839,5338
,16:00,11321,5589,5732
,17:00,11351,5598,5753
,18:00,9085,4641,4444
,19:00,7344,3709,3635
,20:00,5771,2937,2834
,21:00,4351,2151,2200
,22:00,3233,1514,1719
,23:00,2362,1108,1254
,Total,146882,72611,74271
Saturday 3 May 2014,00:00,1601,605,996
,01:00,821,332,489
,02:00,493,246,247
,03:00,568,326,242
,04:00,1167,801,366
,05:00,1558,913,645
,06:00,1965,1036,929
,07:00,3255,1787,1468
,08:00,4457,2264,2193
,09:00,6321,3100,3221
,10:00,6597,3147,3450
,11:00,7860,3734,4126
,12:00,8563,3938,4625
,13:00,7931,3372,4559
,14:00,8267,4048,4219
,15:00,7581,3849,3732
,16:00,7092,3545,3547
,17:00,6660,3368,3292
,18:00,6128,3127,3001
,19:00,4856,2349,2507
,20:00,3603,1760,1843
,21:00,2444,1249,1195
,22:00,1885,935,950
,23:00,1658,772,886
,Total,103331,50603,52728
Sunday 4 May 2014,00:00,1339,556,783
,01:00,887,382,505
,02:00,550,253,297
,03:00,579,347,232
,04:00,950,655,295
,05:00,1027,616,411
,06:00,1196,675,521
,07:00,1901,1035,866
,08:00,2215,1085,1130
,09:00,3446,1753,1693
,10:00,4493,2215,2278
,11:00,5997,3062,2935
,12:00,7194,3639,3555
,13:00,8306,4210,4096
,14:00,7810,3903,3907
,15:00,7093,3717,3376
,16:00,6607,3308,3299
,17:00,6712,3331,3381
,18:00,6121,3077,3044
,19:00,4928,2456,2472
,20:00,4104,2088,2016
,21:00,2795,1424,1371
,22:00,2158,1000,1158
,23:00,1579,706,873
,Total,89987,45493,44494
Monday 5 May 2014,00:00,1097,429,668
,01:00,676,264,412
,02:00,362,195,167
,03:00,480,277,203
,04:00,895,652,243
,05:00,1315,766,549
,06:00,1483,800,683
,07:00,2233,1240,993
,08:00,2365,1168,1197
,09:00,2899,1436,1463
,10:00,3931,2065,1866
,11:00,5387,2704,2683
,12:00,6692,3326,3366
,13:00,7870,4098,3772
,14:00,7794,4106,3688
,15:00,7711,4258,3453
,16:00,7483,4133,3350
,17:00,7498,3870,3628
