Date,Time,All,N,S,,,,,,,,
,14:00,9766,4876,4890,,,,,,,,
,15:00,10891,5544,5347,,,,,,,,
,16:00,12034,5868,6166,,,,,,,,
,17:00,11533,5748,5785,,,,,,,,
,18:00,9826,5236,4590,,,,,,,,
,19:00,7739,3858,3881,,,,,,,,
,20:00,5695,2751,2944,,,,,,,,
,21:00,4684,2308,2376,,,,,,,,
,22:00,3449,1554,1895,,,,,,,,
,23:00,2262,858,1404,,,,,,,,
,Total,159727,81601,78126,,,,,,,,
