Date,Time,All,N,S,,,,,,,,
,13:00,9930,5143,4787,,,,,,,,
,14:00,9991,5071,4920,,,,,,,,
,15:00,9921,4943,4978,,,,,,,,
,16:00,9425,4893,4532,,,,,,,,
,17:00,8051,4073,3978,,,,,,,,
,18:00,7130,3686,3444,,,,,,,,
,19:00,5821,2875,2946,,,,,,,,
,20:00,4399,2144,2255,,,,,,,,
,21:00,3332,1572,1760,,,,,,,,
,22:00,2482,1102,1380,,,,,,,,
,23:00,1851,786,1065,,,,,,,,
,Total,120844,61460,59384,,,,,,,,
Saturday 30 December 2017,00:00,1479,599,880,,,,,,,,
,01:00,1012,423,589,,,,,,,,
,02:00,637,324,313,,,,,,,,
,03:00,778,476,302,,,,,,,,
,04:00,1407,1041,366,,,,,,,,
,05:00,1774,1065,709,,,,,,,,
,06:00,2059,1161,898,,,,,,,,
,07:00,2432,1386,1046,,,,,,,,
,08:00,3222,1755,1467,,,,,,,,
,09:00,4521,2335,2186,,,,,,,,
,10:00,5741,2991,2750,,,,,,,,
,11:00,7519,3811,3708,,,,,,,,
,12:00,8956,4324,4632,,,,,,,,
,13:00,9182,4571,4611,,,,,,,,
,14:00,9174,4436,4738,,,,,,,,
,15:00,8758,4273,4485,,,,,,,,
,16:00,7988,4068,3920,,,,,,,,
,17:00,7109,3642,3467,,,,,,,,
,18:00,5990,3031,2959,,,,,,,,
,19:00,4977,2570,2407,,,,,,,,
,20:00,3984,1863,2121,,,,,,,,
,21:00,2772,1227,1545,,,,,,,,
,22:00,1921,910,1011,,,,,,,,
,23:00,1911,885,1026,,,,,,,,
,Total,105303,53167,52136,,,,,,,,
Sunday 31 December 2017,00:00,1485,482,1003,,,,,,,,
,01:00,827,357,470,,,,,,,,
,02:00,512,269,243,,,,,,,,
,03:00,713,486,227,,,,,,,,
,04:00,1153,788,365,,,,,,,,
,05:00,1301,758,543,,,,,,,,
,06:00,1446,783,663,,,,,,,,
,07:00,1847,988,859,,,,,,,,
,08:00,2165,1216,949,,,,,,,,
,09:00,2982,1482,1500,,,,,,,,
,10:00,4279,2247,2032,,,,,,,,
,11:00,5824,2863,2961,,,,,,,,
,12:00,7326,3661,3665,,,,,,,,
,13:00,8061,3917,4144,,,,,,,,
,14:00,7965,3857,4108,,,,,,,,
,15:00,7772,3900,3872,,,,,,,,
,16:00,7231,3575,3656,,,,,,,,
,17:00,6192,3172,3020,,,,,,,,
,18:00,5306,2708,2598,,,,,,,,
,19:00,4491,2245,2246,,,,,,,,
,20:00,3264,1663,1601,,,,,,,,
,21:00,2268,1083,1185,,,,,,,,
,22:00,1402,598,804,,,,,,,,
,23:00,829,410,419,,,,,,,,
,Total,86641,43508,43133,,,,,,,,
