Date,Time,All,N,S,,,,,,,,
,21:00,3741,1753,1988,,,,,,,,
,22:00,2551,1144,1407,,,,,,,,
,23:00,2030,847,1183,,,,,,,,
,Total,140886,70402,70484,,,,,,,,
Saturday 7 January 2017,00:00,1574,512,1062,,,,,,,,
,01:00,789,343,446,,,,,,,,
,02:00,477,216,261,,,,,,,,
,03:00,678,423,255,,,,,,,,
,04:00,1270,855,415,,,,,,,,
,05:00,1652,955,697,,,,,,,,
,06:00,2261,1183,1078,,,,,,,,
,07:00,3187,1781,1406,,,,,,,,
,08:00,4326,2225,2101,,,,,,,,
,09:00,5506,2830,2676,,,,,,,,
,10:00,6539,3435,3104,,,,,,,,
,11:00,7736,3945,3791,,,,,,,,
,12:00,8526,4187,4339,,,,,,,,
,13:00,8965,4342,4623,,,,,,,,
,14:00,8959,4308,4651,,,,,,,,
,15:00,8454,4095,4359,,,,,,,,
,16:00,8134,4137,3997,,,,,,,,
,17:00,7572,3722,3850,,,,,,,,
,18:00,6466,3251,3215,,,,,,,,
,19:00,5162,2623,2539,,,,,,,,
,20:00,3829,1777,2052,,,,,,,,
,21:00,2805,1230,1575,,,,,,,,
,22:00,2138,1012,1126,,,,,,,,
,23:00,2115,859,1256,,,,,,,,
,Total,109120,54246,54874,,,,,,,,
Sunday 8 January 2017,00:00,1554,587,967,,,,,,,,
,01:00,912,390,522,,,,,,,,
,02:00,527,274,253,,,,,,,,
,03:00,659,400,259,,,,,,,,
,04:00,1083,724,359,,,,,,,,
,05:00,1289,759,530,,,,,,,,
,06:00,1453,723,730,,,,,,,,
,07:00,2030,1168,862,,,,,,,,
,08:00,2459,1336,1123,,,,,,,,
,09:00,3416,1821,1595,,,,,,,,
,10:00,4631,2315,2316,,,,,,,,
,11:00,5840,2941,2899,,,,,,,,
,12:00,7232,3649,3583,,,,,,,,
,13:00,8589,4607,3982,,,,,,,,
,14:00,8781,4604,4177,,,,,,,,
,15:00,8458,4109,4349,,,,,,,,
,16:00,8479,4119,4360,,,,,,,,
,17:00,7702,3833,3869,,,,,,,,
,18:00,7056,3588,3468,,,,,,,,
,19:00,5556,2795,2761,,,,,,,,
,20:00,4344,2144,2200,,,,,,,,
,21:00,3085,1460,1625,,,,,,,,
,22:00,2185,997,1188,,,,,,,,
,23:00,1752,745,1007,,,,,,,,
,Total,99072,50088,48984,,,,,,,,
Monday 9 January 2017,00:00,1331,392,939,,,,,,,,
,01:00,550,173,377,,,,,,,,
,02:00,315,166,149,,,,,,,,
,03:00,534,360,174,,,,,,,,
,04:00,1313,935,378,,,,,,,,
,05:00,2563,1540,1023,,,,,,,,
,06:00,6181,2879,3302,,,,,,,,
,07:00,10089,5172,4917,,,,,,,,
,08:00,10413,6055,4358,,,,,,,,
,09:00,9476,5052,4424,,,,,,,,
