Date,Time,All,N,S,,,,,,,,
,14:00,8688,4380,4308,,,,,,,,
,15:00,9885,4973,4912,,,,,,,,
,16:00,12423,6017,6406,,,,,,,,
,17:00,12024,5887,6137,,,,,,,,
,18:00,9625,4985,4640,,,,,,,,
,19:00,6909,3331,3578,,,,,,,,
,20:00,5119,2480,2639,,,,,,,,
,21:00,4233,1970,2263,,,,,,,,
,22:00,3092,1262,1830,,,,,,,,
,23:00,1983,785,1198,,,,,,,,
,Total,149583,75250,74333,,,,,,,,
Friday 27 January 2017,00:00,1145,420,725,,,,,,,,
,01:00,532,222,310,,,,,,,,
,02:00,412,196,216,,,,,,,,
,03:00,677,435,242,,,,,,,,
,04:00,1365,935,430,,,,,,,,
,05:00,2373,1398,975,,,,,,,,
,06:00,5968,2973,2995,,,,,,,,
,07:00,11031,5781,5250,,,,,,,,
,08:00,10346,5720,4626,,,,,,,,
,09:00,8823,4406,4417,,,,,,,,
,10:00,7975,4133,3842,,,,,,,,
,11:00,8003,3983,4020,,,,,,,,
,12:00,8980,4519,4461,,,,,,,,
,13:00,9528,4634,4894,,,,,,,,
,14:00,10596,5138,5458,,,,,,,,
,15:00,11723,5694,6029,,,,,,,,
,16:00,12217,6133,6084,,,,,,,,
,17:00,11205,5638,5567,,,,,,,,
,18:00,9110,4716,4394,,,,,,,,
,19:00,7414,3584,3830,,,,,,,,
,20:00,5310,2565,2745,,,,,,,,
,21:00,4237,1941,2296,,,,,,,,
,22:00,3050,1319,1731,,,,,,,,
,23:00,2009,915,1094,,,,,,,,
,Total,154029,77398,76631,,,,,,,,
Saturday 28 January 2017,00:00,1456,544,912,,,,,,,,
,01:00,827,365,462,,,,,,,,
,02:00,533,269,264,,,,,,,,
,03:00,671,390,281,,,,,,,,
,04:00,1314,907,407,,,,,,,,
,05:00,1666,993,673,,,,,,,,
,06:00,2179,1181,998,,,,,,,,
,07:00,3360,1794,1566,,,,,,,,
,08:00,4742,2411,2331,,,,,,,,
,09:00,6445,3338,3107,,,,,,,,
,10:00,7044,3682,3362,,,,,,,,
,11:00,8301,4150,4151,,,,,,,,
,12:00,9428,4696,4732,,,,,,,,
,13:00,9695,4670,5025,,,,,,,,
,14:00,9511,4552,4959,,,,,,,,
,15:00,8466,4064,4402,,,,,,,,
,16:00,8556,4253,4303,,,,,,,,
,17:00,7982,3985,3997,,,,,,,,
,18:00,7010,3402,3608,,,,,,,,
,19:00,5181,2533,2648,,,,,,,,
,20:00,3864,1780,2084,,,,,,,,
,21:00,2806,1317,1489,,,,,,,,
,22:00,2139,1118,1021,,,,,,,,
,23:00,1960,860,1100,,,,,,,,
,Total,115136,57254,57882,,,,,,,,
Sunday 29 January 2017,00:00,1408,576,832,,,,,,,,
,01:00,949,436,513,,,,,,,,
,02:00,615,319,296,,,,,,,,
,03:00,675,398,277,,,,,,,,
,04:00,1038,702,336,,,,,,,,
,05:00,1128,662,466,,,,,,,,
,06:00,1329,730,599,,,,,,,,
,07:00,1947,1056,891,,,,,,,,
,08:00,2459,1291,1168,,,,,,,,
,09:00,3756,1870,1886,,,,,,,,
,10:00,5288,2734,2554,,,,,,,,
,11:00,6651,3337,3314,,,,,,,,
,12:00,8269,4211,4058,,,,,,,,
,13:00,9401,5050,4351,,,,,,,,
,14:00,9355,4726,4629,,,,,,,,
,15:00,8746,4340,4406,,,,,,,,
,16:00,8753,4123,4630,,,,,,,,
,17:00,8357,4186,4171,,,,,,,,
,18:00,7685,3932,3753,,,,,,,,
,19:00,6206,3131,3075,,,,,,,,
,20:00,4795,2377,2418,,,,,,,,
,21:00,3550,1742,1808,,,,,,,,
,22:00,2610,1144,1466,,,,,,,,
,23:00,1961,772,1189,,,,,,,,
,Total,106931,53845,53086,,,,,,,,
Monday 30 January 2017,00:00,1233,363,870,,,,,,,,
,01:00,388,171,217,,,,,,,,
,02:00,330,175,155,,,,,,,,
,03:00,546,346,200,,,,,,,,
,04:00,1296,923,373,,,,,,,,
,05:00,2821,1703,1118,,,,,,,,
,06:00,6289,3021,3268,,,,,,,,
,07:00,11004,5671,5333,,,,,,,,
,08:00,10509,5890,4619,,,,,,,,
,09:00,9377,5008,4369,,,,,,,,
,10:00,7701,4057,3644,,,,,,,,
,11:00,7626,3972,3654,,,,,,,,
,12:00,7928,3972,3956,,,,,,,,
,13:00,8311,4240,4071,,,,,,,,
,14:00,8547,4146,4401,,,,,,,,
,15:00,9722,4757,4965,,,,,,,,
,16:00,11806,5779,6027,,,,,,,,
,17:00,11398,5499,5899,,,,,,,,
,18:00,8834,4385,4449,,,,,,,,
,19:00,6135,2974,3161,,,,,,,,
,20:00,4273,2022,2251,,,,,,,,
,21:00,3319,1514,1805,,,,,,,,
,22:00,2426,1063,1363,,,,,,,,
,23:00,1515,652,863,,,,,,,,
,Total,143334,72303,71031,,,,,,,,
Tuesday 31 January 2017,00:00,1001,354,647,,,,,,,,
,01:00,437,191,246,,,,,,,,
,02:00,371,195,176,,,,,,,,
,03:00,564,359,205,,,,,,,,
,04:00,1348,928,420,,,,,,,,
,05:00,2434,1512,922,,,,,,,,
,06:00,5968,2901,3067,,,,,,,,
,07:00,10156,5342,4814,,,,,,,,
,08:00,10407,5501,4906,,,,,,,,
,09:00,9832,5152,4680,,,,,,,,
,10:00,8211,4528,3683,,,,,,,,
,11:00,7617,3894,3723,,,,,,,,
,12:00,7879,3933,3946,,,,,,,,
,13:00,8174,4127,4047,,,,,,,,
,14:00,8512,4373,4139,,,,,,,,
,15:00,9444,4731,4713,,,,,,,,
,16:00,11858,5973,5885,,,,,,,,
,17:00,12110,5877,6233,,,,,,,,
,18:00,9404,4803,4601,,,,,,,,
,19:00,6757,3273,3484,,,,,,,,
,20:00,4495,2110,2385,,,,,,,,
,21:00,3594,1593,2001,,,,,,,,
,22:00,2705,1307,1398,,,,,,,,
,23:00,1633,667,966,,,,,,,,
,Total,144911,73624,71287,,,,,,,,
