Date,Time,All,N,S,,,,,,,,
,20:00,5809,2832,2977,,,,,,,,
,21:00,4381,2175,2206,,,,,,,,
,22:00,3448,1564,1884,,,,,,,,
,23:00,2454,1070,1384,,,,,,,,
,Total,162606,82015,80591,,,,,,,,
Friday 28 April 2017,00:00,1514,594,920,,,,,,,,
,01:00,995,276,719,,,,,,,,
,02:00,553,282,271,,,,,,,,
,03:00,720,486,234,,,,,,,,
,04:00,1597,1108,489,,,,,,,,
,05:00,2583,1523,1060,,,,,,,,
,06:00,6397,3237,3160,,,,,,,,
,07:00,11359,6207,5152,,,,,,,,
,08:00,10962,5860,5102,,,,,,,,
,09:00,9725,4888,4837,,,,,,,,
,10:00,8348,3980,4368,,,,,,,,
,11:00,9190,4637,4553,,,,,,,,
,12:00,10093,4995,5098,,,,,,,,
,13:00,10725,5192,5533,,,,,,,,
,14:00,11193,5406,5787,,,,,,,,
,15:00,11939,5792,6147,,,,,,,,
,16:00,12532,6160,6372,,,,,,,,
,17:00,11423,5758,5665,,,,,,,,
,18:00,9227,4563,4664,,,,,,,,
,19:00,7730,3620,4110,,,,,,,,
,20:00,5790,2907,2883,,,,,,,,
,21:00,4524,2187,2337,,,,,,,,
,22:00,3447,1651,1796,,,,,,,,
,23:00,2505,1201,1304,,,,,,,,
,Total,165071,82510,82561,,,,,,,,
Saturday 29 April 2017,00:00,1961,730,1231,,,,,,,,
,01:00,1098,395,703,,,,,,,,
,02:00,680,306,374,,,,,,,,
,03:00,774,470,304,,,,,,,,
,04:00,1485,1049,436,,,,,,,,
,05:00,1850,1117,733,,,,,,,,
,06:00,2671,1382,1289,,,,,,,,
,07:00,3857,2152,1705,,,,,,,,
,08:00,5326,2752,2574,,,,,,,,
,09:00,7515,3701,3814,,,,,,,,
,10:00,8175,3937,4238,,,,,,,,
,11:00,9384,4488,4896,,,,,,,,
,12:00,10294,4932,5362,,,,,,,,
,13:00,10418,4993,5425,,,,,,,,
,14:00,10021,4726,5295,,,,,,,,
,15:00,9424,4487,4937,,,,,,,,
,16:00,8733,4395,4338,,,,,,,,
,17:00,8414,4287,4127,,,,,,,,
,18:00,7326,3709,3617,,,,,,,,
,19:00,5951,3146,2805,,,,,,,,
,20:00,4545,2190,2355,,,,,,,,
,21:00,3013,1369,1644,,,,,,,,
,22:00,2219,1091,1128,,,,,,,,
,23:00,2310,1047,1263,,,,,,,,
,Total,127444,62851,64593,,,,,,,,
Sunday 30 April 2017,00:00,1746,736,1010,,,,,,,,
,01:00,1266,447,819,,,,,,,,
,02:00,812,318,494,,,,,,,,
,03:00,789,467,322,,,,,,,,
,04:00,1226,899,327,,,,,,,,
,05:00,1525,918,607,,,,,,,,
,06:00,1566,826,740,,,,,,,,
,07:00,2246,1286,960,,,,,,,,
,08:00,2899,1435,1464,,,,,,,,
,09:00,4437,2284,2153,,,,,,,,
,10:00,5621,2769,2852,,,,,,,,
,11:00,7388,3613,3775,,,,,,,,
,12:00,8589,4254,4335,,,,,,,,
,13:00,9533,4818,4715,,,,,,,,
,14:00,9653,4803,4850,,,,,,,,
,15:00,8640,4362,4278,,,,,,,,
,16:00,8189,4167,4022,,,,,,,,
,17:00,7900,4065,3835,,,,,,,,
,18:00,6934,3637,3297,,,,,,,,
,19:00,5542,2803,2739,,,,,,,,
,20:00,4409,2090,2319,,,,,,,,
,21:00,3102,1459,1643,,,,,,,,
,22:00,2455,1209,1246,,,,,,,,
,23:00,2092,874,1218,,,,,,,,
,Total,108559,54539,54020,,,,,,,,
