Date,Time,All,N,S
Thursday 1 March 2018,00:00,399,168,231
,01:00,264,129,135
,02:00,266,150,116
,03:00,414,264,150
,04:00,734,505,229
,05:00,935,578,357
,06:00,1635,902,733
,07:00,2282,1229,1053
,08:00,2156,1130,1026
,09:00,2217,1106,1111
,10:00,2564,1258,1306
,11:00,2808,1436,1372
,12:00,3004,1409,1595
,13:00,2700,1224,1476
,14:00,1918,905,1013
,15:00,1268,572,696
,16:00,915,368,547
,17:00,689,297,392
,18:00,496,216,280
,19:00,319,150,169
,20:00,273,131,142
,21:00,168,94,74
,22:00,126,61,65
,23:00,109,49,60
,Total,28659,14331,14328
Friday 2 March 2018,00:00,62,30,32
,01:00,51,24,27
,02:00,35,13,22
,03:00,38,12,26
,04:00,28,10,18
,05:00,25,13,12
,06:00,69,20,49
,07:00,135,44,91
,08:00,190,67,123
,09:00,282,131,151
,10:00,411,170,241
,11:00,547,259,288
,12:00,787,343,444
,13:00,850,398,452
,14:00,960,446,514
,15:00,895,434,461
,16:00,847,457,390
,17:00,796,456,340
,18:00,535,273,262
,19:00,466,291,175
,20:00,321,152,169
,21:00,229,117,112
,22:00,163,82,81
,23:00,153,72,81
,Total,8875,4314,4561
Saturday 3 March 2018,00:00,120,70,50
,01:00,85,47,38
,02:00,95,48,47
,03:00,99,65,34
,04:00,189,128,61
,05:00,323,206,117
,06:00,565,347,218
,07:00,1040,560,480
,08:00,1318,692,626
,09:00,1839,926,913
,10:00,2318,1212,1106
,11:00,2873,1434,1439
,12:00,3174,1489,1685
,13:00,3424,1632,1792
,14:00,3344,1559,1785
,15:00,3199,1616,1583
,16:00,3186,1603,1583
,17:00,2958,1496,1462
,18:00,2626,1320,1306
,19:00,2207,1107,1100
,20:00,1831,821,1010
,21:00,1494,624,870
,22:00,1250,507,743
,23:00,1086,474,612
,Total,40643,19983,20660
Sunday 4 March 2018,00:00,840,326,514
,01:00,786,216,570
,02:00,595,271,324
,03:00,652,379,273
,04:00,926,624,302
,05:00,1078,595,483
,06:00,1309,673,636
,07:00,2032,1051,981
,08:00,2024,1048,976
,09:00,2603,1312,1291
,10:00,3533,1819,1714
,11:00,4855,2349,2506
,12:00,5708,2767,2941
,13:00,6022,2842,3180
,14:00,6440,3174,3266
,15:00,5794,2856,2938
,16:00,5528,2888,2640
,17:00,5253,2797,2456
,18:00,4836,2579,2257
,19:00,3989,1940,2049
,20:00,3043,1488,1555
,21:00,2323,1146,1177
,22:00,1809,835,974
,23:00,1305,525,780
,Total,73283,36500,36783
Monday 5 March 2018,00:00,933,355,578
,01:00,516,192,324
,02:00,365,173,192
,03:00,600,417,183
,04:00,1346,904,442
,05:00,2567,1512,1055
,06:00,6497,3178,3319
,07:00,10878,5426,5452
,08:00,9486,4962,4524
,09:00,8605,4328,4277
,10:00,7961,4198,3763
,11:00,7574,3972,3602
,12:00,7654,3897,3757
,13:00,8072,4203,3869
,14:00,8311,4158,4153
,15:00,9198,4517,4681
,16:00,11068,5663,5405
,17:00,10527,5547,4980
,18:00,9085,4620,4465
,19:00,6371,3227,3144
,20:00,4386,2200,2186
,21:00,3393,1543,1850
,22:00,2365,1041,1324
,23:00,1562,659,903
,Total,139320,70892,68428
Tuesday 6 March 2018,00:00,1090,376,714
,01:00,515,213,302
,02:00,423,209,214
,03:00,681,428,253
,04:00,1560,1116,444
,05:00,2758,1659,1099
,06:00,6832,3368,3464
,07:00,11236,6026,5210
,08:00,11192,5855,5337
,09:00,9974,5156,4818
,10:00,8525,4595,3930
,11:00,8179,4141,4038
,12:00,8303,4161,4142
,13:00,8527,4363,4164
,14:00,8840,4405,4435
,15:00,10080,5021,5059
,16:00,12103,6116,5987
,17:00,11650,5663,5987
,18:00,10185,5292,4893
,19:00,7491,3912,3579
,20:00,5109,2430,2679
,21:00,3919,1748,2171
,22:00,2958,1323,1635
,23:00,1822,742,1080
,Total,153952,78318,75634
Wednesday 7 March 2018,00:00,1074,400,674
,01:00,505,220,285
,02:00,434,196,238
