Date,Time,All,N,S
Saturday 1 September 2018,00:00,2021.0,742.0,1279.0
,01:00,1175.0,464.0,711.0
,02:00,764.0,316.0,448.0
,03:00,913.0,595.0,318.0
,04:00,1669.0,1127.0,542.0
,05:00,2110.0,1227.0,883.0
,06:00,3042.0,1611.0,1431.0
,07:00,4432.0,2475.0,1957.0
,08:00,5377.0,2850.0,2527.0
,09:00,7310.0,3718.0,3592.0
,10:00,8528.0,4348.0,4180.0
,11:00,9945.0,5046.0,4899.0
,12:00,10973.0,5570.0,5403.0
,13:00,11305.0,5743.0,5562.0
,14:00,10674.0,5395.0,5279.0
,15:00,10034.0,4905.0,5129.0
,16:00,9358.0,4510.0,4848.0
,17:00,9340.0,4388.0,4952.0
,18:00,8036.0,3883.0,4153.0
,19:00,6387.0,3120.0,3267.0
,20:00,5042.0,2365.0,2677.0
,21:00,3355.0,1569.0,1786.0
,22:00,2576.0,1281.0,1295.0
,23:00,2186.0,1052.0,1134.0
,Total,136552.0,68300.0,68252.0
Sunday 2 September 2018,00:00,1856.0,802.0,1054.0
,01:00,1481.0,529.0,952.0
,02:00,930.0,373.0,557.0
,03:00,949.0,594.0,355.0
,04:00,1398.0,1013.0,385.0
,05:00,1549.0,970.0,579.0
,06:00,1996.0,1149.0,847.0
,07:00,2679.0,1560.0,1119.0
,08:00,3792.0,2428.0,1364.0
,09:00,5132.0,2883.0,2249.0
,10:00,6769.0,3715.0,3054.0
,11:00,8669.0,4649.0,4020.0
,12:00,10018.0,4984.0,5034.0
,13:00,10362.0,5371.0,4991.0
,14:00,9760.0,5034.0,4726.0
,15:00,8521.0,4285.0,4236.0
,16:00,7495.0,3812.0,3683.0
,17:00,8094.0,3857.0,4237.0
,18:00,8550.0,3793.0,4757.0
,19:00,7217.0,3422.0,3795.0
,20:00,5294.0,2611.0,2683.0
,21:00,3852.0,1843.0,2009.0
,22:00,2681.0,1299.0,1382.0
,23:00,2068.0,911.0,1157.0
,Total,121112.0,61887.0,59225.0
Monday 3 September 2018,00:00,1598.0,614.0,984.0
,01:00,1030.0,357.0,673.0
,02:00,690.0,317.0,373.0
,03:00,826.0,542.0,284.0
,04:00,1748.0,1245.0,503.0
,05:00,3006.0,1832.0,1174.0
,06:00,7335.0,3519.0,3816.0
,07:00,12012.0,6181.0,5831.0
,08:00,10892.0,6019.0,4873.0
,09:00,9459.0,4990.0,4469.0
,10:00,8594.0,4416.0,4178.0
,11:00,8759.0,4618.0,4141.0
,12:00,9165.0,4837.0,4328.0
,13:00,9295.0,5001.0,4294.0
,14:00,9414.0,4929.0,4485.0
,15:00,10387.0,5338.0,5049.0
,16:00,12698.0,6353.0,6345.0
,17:00,12092.0,6045.0,6047.0
,18:00,9657.0,4935.0,4722.0
,19:00,6770.0,3338.0,3432.0
,20:00,5055.0,2364.0,2691.0
,21:00,3471.0,1582.0,1889.0
,22:00,2452.0,1163.0,1289.0
,23:00,1725.0,790.0,935.0
,Total,158130.0,81325.0,76805.0
Tuesday 4 September 2018,00:00,1436.0,450.0,986.0
,01:00,772.0,277.0,495.0
,02:00,587.0,253.0,334.0
,03:00,745.0,506.0,239.0
,04:00,1769.0,1231.0,538.0
,05:00,3014.0,1884.0,1130.0
,06:00,7611.0,3725.0,3886.0
,07:00,12035.0,6190.0,5845.0
,08:00,10856.0,6161.0,4695.0
,09:00,9301.0,5171.0,4130.0
,10:00,8544.0,4396.0,4148.0
,11:00,8563.0,4400.0,4163.0
,12:00,8837.0,4510.0,4327.0
,13:00,9152.0,4609.0,4543.0
,14:00,8709.0,3963.0,4746.0
,15:00,10113.0,4967.0,5146.0
,16:00,12078.0,6233.0,5845.0
,17:00,12375.0,6121.0,6254.0
,18:00,10149.0,5114.0,5035.0
,19:00,7429.0,3742.0,3687.0
,20:00,5403.0,2509.0,2894.0
,21:00,3746.0,1767.0,1979.0
,22:00,2821.0,1383.0,1438.0
,23:00,2029.0,816.0,1213.0
,Total,158074.0,80378.0,77696.0
Wednesday 5 September 2018,00:00,1464.0,507.0,957.0
,01:00,946.0,300.0,646.0
,02:00,613.0,246.0,367.0
,03:00,804.0,528.0,276.0
,04:00,1730.0,1207.0,523.0
,05:00,2837.0,1740.0,1097.0
,06:00,7550.0,3607.0,3943.0
,07:00,11583.0,6047.0,5536.0
,08:00,9506.0,5590.0,3916.0
,09:00,10351.0,5605.0,4746.0
,10:00,8465.0,4255.0,4210.0
,11:00,8644.0,4481.0,4163.0
,12:00,9223.0,4607.0,4616.0
,13:00,9524.0,4851.0,4673.0
,14:00,9794.0,4953.0,4841.0
,15:00,10797.0,5514.0,5283.0
,16:00,12739.0,6402.0,6337.0
,17:00,12560.0,6203.0,6357.0
,18:00,9903.0,5222.0,4681.0
,19:00,7824.0,3972.0,3852.0
,20:00,5811.0,2741.0,3070.0
,21:00,4328.0,2000.0,2328.0
,22:00,3284.0,1481.0,1803.0
,23:00,2367.0,1087.0,1280.0
,Total,162647.0,83146.0,79501.0
Thursday 6 September 2018,00:00,1691.0,578.0,1113.0
,01:00,962.0,344.0,618.0
,02:00,706.0,303.0,403.0
,03:00,886.0,562.0,324.0
,04:00,1766.0,1244.0,522.0
,05:00,2923.0,1728.0,1195.0
,06:00,7301.0,3529.0,3772.0
,07:00,10548.0,5782.0,4766.0
,08:00,9904.0,5414.0,4490.0
,09:00,8883.0,4955.0,3928.0
,10:00,9032.0,4749.0,4283.0
,11:00,8866.0,4624.0,4242.0
,12:00,9281.0,4724.0,4557.0
,13:00,9632.0,4906.0,4726.0
,14:00,9759.0,4907.0,4852.0
,15:00,10868.0,5494.0,5374.0
,16:00,12908.0,6215.0,6693.0
,17:00,12213.0,6176.0,6037.0
,18:00,10155.0,5108.0,5047.0
,19:00,8016.0,3911.0,4105.0
,20:00,6171.0,2919.0,3252.0
,21:00,4455.0,2060.0,2395.0
,22:00,3167.0,1419.0,1748.0
,23:00,2454.0,1038.0,1416.0
,Total,162547.0,82689.0,79858.0
Friday 7 September 2018,00:00,1712.0,624.0,1088.0
,01:00,1166.0,348.0,818.0
,02:00,671.0,266.0,405.0
,03:00,876.0,577.0,299.0
,04:00,1811.0,1245.0,566.0
,05:00,2895.0,1734.0,1161.0
,06:00,7292.0,3569.0,3723.0
,07:00,12108.0,6260.0,5848.0
,08:00,10607.0,5890.0,4717.0
,09:00,9249.0,4779.0,4470.0
,10:00,8650.0,4394.0,4256.0
,11:00,9559.0,4806.0,4753.0
,12:00,10195.0,5040.0,5155.0
,13:00,10799.0,5416.0,5383.0
,14:00,11192.0,5680.0,5512.0
,15:00,12323.0,6053.0,6270.0
,16:00,12061.0,6083.0,5978.0
,17:00,11143.0,5349.0,5794.0
,18:00,9571.0,4843.0,4728.0
,19:00,7866.0,3948.0,3918.0
,20:00,5980.0,2821.0,3159.0
,21:00,4278.0,2086.0,2192.0
,22:00,3406.0,1555.0,1851.0
,23:00,2645.0,1163.0,1482.0
,Total,168055.0,84529.0,83526.0
Saturday 8 September 2018,00:00,1992.0,747.0,1245.0
,01:00,1139.0,417.0,722.0
,02:00,769.0,342.0,427.0
,03:00,916.0,581.0,335.0
,04:00,1606.0,1103.0,503.0
,05:00,1986.0,1110.0,876.0
,06:00,2974.0,1589.0,1385.0
,07:00,4291.0,2422.0,1869.0
,08:00,5522.0,2814.0,2708.0
,09:00,7596.0,3768.0,3828.0
,10:00,8641.0,4414.0,4227.0
,11:00,9815.0,5042.0,4773.0
,12:00,10539.0,5287.0,5252.0
,13:00,10924.0,5392.0,5532.0
,14:00,10658.0,5348.0,5310.0
,15:00,9863.0,4844.0,5019.0
,16:00,9438.0,4604.0,4834.0
,17:00,8936.0,4449.0,4487.0
,18:00,7898.0,3861.0,4037.0
,19:00,6161.0,2928.0,3233.0
,20:00,4356.0,2080.0,2276.0
,21:00,3031.0,1363.0,1668.0
,22:00,2491.0,1180.0,1311.0
,23:00,2210.0,1062.0,1148.0
,Total,133752.0,66747.0,67005.0
Sunday 9 September 2018,00:00,1801.0,676.0,1125.0
,01:00,1366.0,505.0,861.0
,02:00,932.0,362.0,570.0
,03:00,901.0,563.0,338.0
,04:00,1417.0,1011.0,406.0
,05:00,1653.0,997.0,656.0
,06:00,1896.0,1083.0,813.0
,07:00,2776.0,1630.0,1146.0
,08:00,3378.0,1800.0,1578.0
,09:00,5238.0,2760.0,2478.0
,10:00,6669.0,3388.0,3281.0
,11:00,8243.0,4239.0,4004.0
,12:00,9619.0,4890.0,4729.0
,13:00,10560.0,5537.0,5023.0
,14:00,10314.0,5197.0,5117.0
,15:00,9793.0,5067.0,4726.0
,16:00,9364.0,4896.0,4468.0
,17:00,9471.0,4827.0,4644.0
,18:00,9580.0,4518.0,5062.0
,19:00,7523.0,3596.0,3927.0
,20:00,5687.0,2781.0,2906.0
,21:00,4073.0,1939.0,2134.0
,22:00,2686.0,1321.0,1365.0
,23:00,1839.0,813.0,1026.0
,Total,126779.0,64396.0,62383.0
Monday 10 September 2018,00:00,1690.0,500.0,1190.0
,01:00,905.0,285.0,620.0
,02:00,672.0,221.0,451.0
,03:00,833.0,554.0,279.0
,04:00,1860.0,1319.0,541.0
,05:00,3175.0,1878.0,1297.0
,06:00,7615.0,3724.0,3891.0
,07:00,11788.0,6196.0,5592.0
,08:00,11081.0,6085.0,4996.0
,09:00,9929.0,5191.0,4738.0
,10:00,8439.0,4326.0,4113.0
,11:00,8524.0,4337.0,4187.0
,12:00,8663.0,4312.0,4351.0
,13:00,9086.0,4685.0,4401.0
,14:00,8977.0,4496.0,4481.0
,15:00,10487.0,5332.0,5155.0
,16:00,12155.0,5884.0,6271.0
,17:00,11515.0,5914.0,5601.0
,18:00,9728.0,5035.0,4693.0
,19:00,6847.0,3425.0,3422.0
,20:00,5042.0,2265.0,2777.0
,21:00,3403.0,1556.0,1847.0
,22:00,2451.0,1173.0,1278.0
,23:00,1992.0,859.0,1133.0
,Total,156857.0,79552.0,77305.0
Tuesday 11 September 2018,00:00,1681.0,509.0,1172.0
,01:00,871.0,256.0,615.0
