Date,Time,All,N,S
Wednesday 1 August 2018,00:00,1647,623,1024
,01:00,1149,349,800
,02:00,703,258,445
,03:00,780,483,297
,04:00,1586,1101,485
,05:00,2573,1500,1073
,06:00,7015,3424,3591
,07:00,11277,5970,5307
,08:00,11174,5856,5318
,09:00,9406,4734,4672
,10:00,8593,4325,4268
,11:00,8853,4550,4303
,12:00,9326,4721,4605
,13:00,9989,5058,4931
,14:00,10070,4993,5077
,15:00,11007,5649,5358
,16:00,12661,6406,6255
,17:00,12321,6128,6193
,18:00,10775,5580,5195
,19:00,7462,3739,3723
,20:00,5597,2654,2943
,21:00,4544,2051,2493
,22:00,3086,1484,1602
,23:00,2514,1101,1413
,Total,164108,82737,81371
Thursday 2 August 2018,00:00,1820,675,1145
,01:00,1212,332,880
,02:00,783,296,487
,03:00,867,557,310
,04:00,1634,1113,521
,05:00,2678,1547,1131
,06:00,6942,3431,3511
,07:00,11320,5984,5336
,08:00,11167,5783,5384
,09:00,9708,4917,4791
,10:00,9119,4748,4371
,11:00,9403,4714,4689
,12:00,9982,4999,4983
,13:00,10023,4987,5036
,14:00,10184,5030,5154
,15:00,10892,5473,5419
,16:00,12707,6384,6323
,17:00,12543,6075,6468
,18:00,10248,5081,5167
,19:00,7778,3811,3967
,20:00,6195,2844,3351
,21:00,4645,2191,2454
,22:00,3313,1605,1708
,23:00,2422,1049,1373
,Total,167585,83626,83959
Friday 3 August 2018,00:00,1794,695,1099
,01:00,1256,406,850
,02:00,835,320,515
,03:00,925,594,331
,04:00,1685,1189,496
,05:00,2697,1539,1158
,06:00,6460,3222,3238
,07:00,10075,5381,4694
,08:00,10361,5480,4881
,09:00,9108,4721,4387
,10:00,9093,4603,4490
,11:00,9898,4931,4967
,12:00,10961,5349,5612
,13:00,11091,5382,5709
,14:00,9741,5654,4087
,15:00,11246,6116,5130
,16:00,11307,5095,6212
,17:00,9829,4516,5313
,18:00,9603,4813,4790
,19:00,7799,3650,4149
,20:00,6062,2795,3267
,21:00,4525,2081,2444
,22:00,3344,1570,1774
,23:00,2509,1080,1429
,Total,162204,81182,81022
Saturday 4 August 2018,00:00,1845,735,1110
,01:00,1192,447,745
,02:00,802,341,461
,03:00,982,617,365
,04:00,1690,1172,518
,05:00,1903,1160,743
,06:00,2913,1545,1368
,07:00,3955,2219,1736
,08:00,5132,2646,2486
,09:00,6666,3251,3415
,10:00,7812,3744,4068
,11:00,9423,4593,4830
,12:00,10375,4966,5409
,13:00,10391,5169,5222
,14:00,9780,4777,5003
,15:00,8761,4347,4414
,16:00,8269,3995,4274
,17:00,7821,3865,3956
,18:00,7062,3412,3650
,19:00,5797,2765,3032
,20:00,4606,2204,2402
,21:00,3514,1579,1935
,22:00,2582,1277,1305
,23:00,2150,1095,1055
,Total,125423,61921,63502
Sunday 5 August 2018,00:00,1841,717,1124
,01:00,1402,555,847
,02:00,1033,414,619
,03:00,1135,656,479
,04:00,1450,988,462
,05:00,1516,955,561
,06:00,1912,1064,848
,07:00,2592,1435,1157
,08:00,3081,1672,1409
,09:00,4420,2308,2112
,10:00,6157,3102,3055
,11:00,7804,4011,3793
,12:00,8906,4518,4388
,13:00,9421,4770,4651
,14:00,8879,4684,4195
,15:00,8401,4144,4257
,16:00,7767,3777,3990
,17:00,7852,3911,3941
,18:00,7699,3833,3866
,19:00,6381,3097,3284
,20:00,5120,2476,2644
,21:00,3577,1722,1855
,22:00,2707,1331,1376
,23:00,2223,956,1267
,Total,113276,57096,56180
Monday 6 August 2018,00:00,1840,683,1157
,01:00,1134,413,721
,02:00,734,296,438
,03:00,902,628,274
,04:00,1418,989,429
,05:00,1996,1209,787
,06:00,2487,1363,1124
,07:00,3153,1753,1400
,08:00,3390,1757,1633
,09:00,4348,2233,2115
,10:00,5885,3073,2812
,11:00,7603,3780,3823
,12:00,8750,4398,4352
,13:00,9463,4878,4585
,14:00,9423,4928,4495
,15:00,9145,4792,4353
,16:00,9055,4748,4307
,17:00,8750,4564,4186
,18:00,8286,4296,3990
,19:00,7120,3517,3603
,20:00,5630,2592,3038
,21:00,3855,1880,1975
,22:00,2776,1333,1443
,23:00,2092,953,1139
,Total,119235,61056,58179
Tuesday 7 August 2018,00:00,1537,517,1020
,01:00,873,277,596
,02:00,562,233,329
,03:00,846,552,294
,04:00,1613,1147,466
,05:00,2951,1795,1156
,06:00,7304,3669,3635
,07:00,11479,5964,5515
,08:00,11148,5964,5184
,09:00,9324,4908,4416
,10:00,8943,4690,4253
,11:00,9090,4695,4395
,12:00,9314,4712,4602
,13:00,9500,4763,4737
,14:00,9815,4988,4827
,15:00,10554,5375,5179
,16:00,12388,5940,6448
,17:00,11986,5722,6264
,18:00,10196,5434,4762
,19:00,7281,3610,3671
,20:00,5330,2451,2879
,21:00,4156,1926,2230
,22:00,2847,1428,1419
,23:00,2169,942,1227
,Total,161206,81702,79504
Wednesday 8 August 2018,00:00,1799,566,1233
,01:00,1039,334,705
,02:00,724,272,452
,03:00,876,556,320
,04:00,1597,1091,506
,05:00,2665,1594,1071
,06:00,7247,3674,3573
,07:00,11331,6043,5288
,08:00,11188,5817,5371
,09:00,9340,4884,4456
,10:00,8819,4459,4360
,11:00,9341,4830,4511
,12:00,9591,4865,4726
,13:00,9623,4879,4744
,14:00,9947,5040,4907
,15:00,10941,5485,5456
,16:00,12714,6322,6392
,17:00,11365,6242,5123
,18:00,11052,5302,5750
,19:00,7620,3787,3833
,20:00,5610,2735,2875
,21:00,4710,2141,2569
,22:00,3208,1462,1746
,23:00,2294,1057,1237
,Total,164641,83437,81204
Thursday 9 August 2018,00:00,1713,611,1102
,01:00,1138,395,743
,02:00,777,293,484
,03:00,791,501,290
,04:00,1567,1095,472
,05:00,2682,1568,1114
,06:00,7009,3509,3500
,07:00,11324,6038,5286
,08:00,11205,5965,5240
,09:00,9691,5158,4533
,10:00,9091,4602,4489
,11:00,9694,5051,4643
,12:00,9757,4910,4847
,13:00,9735,5065,4670
