Date,Time,All,N,S
Tuesday 1 May 2018,00:00,1455,549,906
,01:00,818,224,594
,02:00,474,216,258
,03:00,699,437,262
,04:00,1476,1036,440
,05:00,2763,1699,1064
,06:00,7697,3647,4050
,07:00,11786,6361,5425
,08:00,11141,6039,5102
,09:00,10083,5242,4841
,10:00,8748,4531,4217
,11:00,8607,4387,4220
,12:00,8580,4348,4232
,13:00,9074,4653,4421
,14:00,7864,4764,3100
,15:00,10792,5094,5698
,16:00,12936,6378,6558
,17:00,11977,6177,5800
,18:00,9942,5234,4708
,19:00,6913,3497,3416
,20:00,5138,2435,2703
,21:00,3916,1797,2119
,22:00,2694,1250,1444
,23:00,1862,847,1015
,Total,157435,80842,76593
Wednesday 2 May 2018,00:00,1355,534,821
,01:00,1011,329,682
,02:00,530,216,314
,03:00,667,428,239
,04:00,1482,1053,429
,05:00,2872,1760,1112
,06:00,7648,3727,3921
,07:00,11673,6275,5398
,08:00,11227,6008,5219
,09:00,10188,5321,4867
,10:00,8839,4607,4232
,11:00,8695,4524,4171
,12:00,9043,4549,4494
,13:00,9389,4748,4641
,14:00,9619,4840,4779
,15:00,10511,5562,4949
,16:00,11138,5882,5256
,17:00,7547,3296,4251
,18:00,10081,5178,4903
,19:00,9302,5054,4248
,20:00,5401,2515,2886
,21:00,4243,2025,2218
,22:00,3233,1450,1783
,23:00,1897,884,1013
,Total,157591,80765,76826
Thursday 3 May 2018,00:00,1388,483,905
,01:00,782,234,548
,02:00,549,238,311
,03:00,717,459,258
,04:00,1563,1122,441
,05:00,2827,1746,1081
,06:00,7629,3671,3958
,07:00,12313,6514,5799
,08:00,11030,6105,4925
,09:00,10246,5429,4817
,10:00,9064,4696,4368
,11:00,8765,4483,4282
,12:00,9162,4604,4558
,13:00,9607,4859,4748
,14:00,9799,5006,4793
,15:00,11210,5589,5621
,16:00,12663,6461,6202
,17:00,12636,6346,6290
,18:00,10288,5257,5031
,19:00,5458,2720,2738
,20:00,6158,2943,3215
,21:00,4651,2219,2432
,22:00,3384,1502,1882
,23:00,2314,1034,1280
,Total,164203,83720,80483
Friday 4 May 2018,00:00,1641,688,953
,01:00,1147,289,858
,02:00,543,247,296
,03:00,863,562,301
,04:00,1801,1257,544
,05:00,2869,1689,1180
,06:00,7506,3695,3811
,07:00,11818,6372,5446
,08:00,10544,5755,4789
,09:00,9477,4856,4621
,10:00,9142,4640,4502
,11:00,9734,4889,4845
,12:00,10367,5158,5209
,13:00,11243,5317,5926
,14:00,11905,5783,6122
,15:00,12120,6172,5948
,16:00,12135,6359,5776
,17:00,10656,5441,5215
,18:00,9291,4664,4627
,19:00,8170,3876,4294
,20:00,5997,2799,3198
,21:00,4663,2247,2416
,22:00,3557,1601,1956
,23:00,2623,1200,1423
,Total,169812,85556,84256
Saturday 5 May 2018,00:00,2104,721,1383
,01:00,1065,440,625
,02:00,724,345,379
,03:00,910,567,343
,04:00,1633,1171,462
,05:00,2137,1319,818
,06:00,2906,1599,1307
,07:00,4284,2402,1882
,08:00,5454,2851,2603
,09:00,7570,3772,3798
,10:00,8645,4130,4515
,11:00,9781,4829,4952
,12:00,10421,5170,5251
,13:00,8753,4979,3774
,14:00,10016,4864,5152
,15:00,8924,4327,4597
,16:00,8528,4095,4433
,17:00,8421,4015,4406
,18:00,7395,3543,3852
,19:00,5901,2884,3017
,20:00,4619,2269,2350
,21:00,3396,1470,1926
,22:00,2313,1169,1144
,23:00,2008,980,1028
,Total,127908,63911,63997
Sunday 6 May 2018,00:00,1754,828,926
,01:00,1401,468,933
,02:00,822,354,468
,03:00,790,484,306
,04:00,1322,965,357
,05:00,1639,1023,616
,06:00,1748,945,803
,07:00,2584,1410,1174
,08:00,3115,1572,1543
,09:00,5053,2523,2530
,10:00,6918,3376,3542
,11:00,8640,4478,4162
,12:00,9940,5282,4658
,13:00,10256,5517,4739
,14:00,9527,5048,4479
,15:00,8716,4466,4250
,16:00,8362,4145,4217
,17:00,8032,3804,4228
,18:00,7789,3613,4176
,19:00,6628,3108,3520
,20:00,5126,2360,2766
,21:00,3453,1710,1743
,22:00,2590,1266,1324
,23:00,2110,833,1277
,Total,118315,59578,58737
Monday 7 May 2018,00:00,1396,575,821
,01:00,1019,344,675
,02:00,647,285,362
,03:00,654,453,201
,04:00,1375,1004,371
,05:00,1810,1085,725
,06:00,2189,1166,1023
,07:00,2942,1599,1343
,08:00,3313,1689,1624
,09:00,4745,2540,2205
,10:00,6409,3386,3023
,11:00,8211,4442,3769
,12:00,9261,4754,4507
,13:00,9719,5173,4546
,14:00,9598,5157,4441
,15:00,9419,4933,4486
,16:00,9290,4861,4429
,17:00,8792,4398,4394
,18:00,8542,4283,4259
,19:00,7565,3843,3722
,20:00,6230,3052,3178
,21:00,4471,2210,2261
,22:00,3129,1510,1619
,23:00,2219,881,1338
,Total,122945,63623,59322
Tuesday 8 May 2018,00:00,1443,412,1031
,01:00,767,282,485
,02:00,496,209,287
,03:00,676,459,217
,04:00,1635,1175,460
,05:00,3047,1921,1126
,06:00,7712,3839,3873
,07:00,11425,5937,5488
,08:00,10731,5906,4825
,09:00,9830,5253,4577
,10:00,8841,4567,4274
,11:00,8825,4444,4381
,12:00,9164,4578,4586
,13:00,9665,4933,4732
,14:00,9585,4882,4703
,15:00,10513,5162,5351
,16:00,12639,6259,6380
,17:00,10973,5089,5884
,18:00,10619,5776,4843
,19:00,7115,3448,3667
,20:00,5325,2488,2837
,21:00,4141,1997,2144
,22:00,3066,1386,1680
,23:00,1906,842,1064
,Total,160139,81244,78895
Wednesday 9 May 2018,00:00,1362,491,871
,01:00,920,281,639
,02:00,474,200,274
,03:00,689,420,269
,04:00,1571,1129,442
,05:00,2960,1737,1223
,06:00,7694,3679,4015
,07:00,11863,6276,5587
,08:00,11120,6193,4927
,09:00,9610,5030,4580
,10:00,8615,4300,4315
,11:00,8744,4442,4302
,12:00,9102,4698,4404
,13:00,9555,4924,4631
,14:00,9686,4974,4712
,15:00,10690,5268,5422
,16:00,10887,5071,5816
,17:00,10231,3858,6373
,18:00,9496,4509,4987
,19:00,8812,5065,3747
,20:00,5836,2785,3051
,21:00,4608,2199,2409
,22:00,3199,1456,1743
,23:00,2356,1092,1264
,Total,160080,80077,80003
Thursday 10 May 2018,00:00,1699,563,1136
,01:00,928,289,639
,02:00,582,242,340
,03:00,765,469,296
,04:00,1561,1089,472
,05:00,2808,1640,1168
,06:00,7728,3727,4001
,07:00,11633,6291,5342
,08:00,10943,6216,4727
,09:00,9801,5065,4736
,10:00,8871,4464,4407
,11:00,9153,4581,4572
,12:00,9463,4698,4765
,13:00,9701,4927,4774
,14:00,10077,5061,5016
,15:00,11116,5639,5477
,16:00,12794,6352,6442
,17:00,12353,6201,6152
,18:00,10616,5417,5199
,19:00,8025,3942,4083
,20:00,5937,2828,3109
,21:00,4723,2298,2425
,22:00,3325,1446,1879
,23:00,2394,1009,1385
,Total,166996,84454,82542
Friday 11 May 2018,00:00,1746,627,1119
,01:00,1104,294,810
,02:00,534,233,301
,03:00,834,551,283
,04:00,1677,1192,485
,05:00,2936,1757,1179
,06:00,7323,3610,3713
,07:00,11620,6157,5463
,08:00,10694,6061,4633
,09:00,9403,4871,4532
,10:00,8856,4540,4316
,11:00,9352,4818,4534
,12:00,10208,5086,5122
,13:00,10910,5333,5577
,14:00,10880,5555,5325
,15:00,9280,4362,4918
,16:00,11475,5773,5702
,17:00,11618,5732,5886
,18:00,10519,5529,4990
,19:00,8310,4014,4296
,20:00,5898,2794,3104
,21:00,4729,2210,2519
,22:00,3429,1585,1844
,23:00,2730,1189,1541
,Total,166065,83873,82192
Saturday 12 May 2018,00:00,2109,759,1350
,01:00,1286,492,794
,02:00,1021,382,639
,03:00,1325,674,651
,04:00,1860,1255,605
,05:00,2222,1367,855
,06:00,3493,1963,1530
,07:00,4677,2653,2024
,08:00,6249,3285,2964
,09:00,8153,4180,3973
,10:00,8791,4445,4346
,11:00,9709,4825,4884
,12:00,10324,5081,5243
,13:00,10802,5421,5381
,14:00,10607,5273,5334
,15:00,9793,4785,5008
,16:00,8963,4204,4759
,17:00,8531,4204,4327
,18:00,7386,3539,3847
,19:00,6108,2908,3200
,20:00,4590,2185,2405
,21:00,3321,1489,1832
,22:00,2513,1183,1330
,23:00,2172,1049,1123
,Total,136005,67601,68404
Sunday 13 May 2018,00:00,2120,854,1266
,01:00,1494,533,961
,02:00,1009,347,662
,03:00,920,496,424
,04:00,1343,940,403
,05:00,1599,981,618
,06:00,1841,1065,776
,07:00,2601,1463,1138
,08:00,3442,1820,1622
,09:00,5214,2632,2582
,10:00,6851,3556,3295
,11:00,8375,4356,4019
,12:00,9866,5101,4765
,13:00,10597,5524,5073
,14:00,10173,5149,5024
,15:00,9567,4820,4747
,16:00,9556,4405,5151
,17:00,8993,4630,4363
,18:00,8927,4505,4422
,19:00,7462,3639,3823
,20:00,5821,2804,3017
,21:00,4232,2010,2222
,22:00,3104,1547,1557
,23:00,2143,893,1250
,Total,127250,64070,63180
Monday 14 May 2018,00:00,1534,500,1034
,01:00,973,276,697
,02:00,518,223,295
,03:00,766,484,282
,04:00,1660,1237,423
,05:00,3346,2009,1337
,06:00,7833,3673,4160
,07:00,12073,6154,5919
,08:00,10908,6092,4816
,09:00,9964,5324,4640
,10:00,8591,4418,4173
,11:00,8744,4513,4231
,12:00,8889,4573,4316
,13:00,9371,4693,4678
,14:00,9363,4734,4629
,15:00,10535,5218,5317
,16:00,12540,6176,6364
,17:00,11377,5631,5746
,18:00,10064,5296,4768
,19:00,6832,3308,3524
,20:00,5097,2352,2745
,21:00,3821,1826,1995
,22:00,2708,1315,1393
,23:00,1988,874,1114
,Total,159495,80899,78596
Tuesday 15 May 2018,00:00,1494,475,1019
,01:00,940,259,681
,02:00,569,254,315
,03:00,739,498,241
,04:00,1608,1155,453
,05:00,2967,1832,1135
,06:00,7773,3751,4022
,07:00,11180,6309,4871
,08:00,11534,6286,5248
,09:00,10416,5385,5031
,10:00,9050,4728,4322
,11:00,8838,4539,4299
,12:00,8925,4443,4482
,13:00,9306,4632,4674
,14:00,9245,4709,4536
,15:00,10580,5309,5271
,16:00,12251,6070,6181
,17:00,10753,5893,4860
,18:00,10899,5463,5436
,19:00,7194,3693,3501
,20:00,5530,2523,3007
,21:00,4301,2065,2236
,22:00,3190,1502,1688
,23:00,2085,895,1190
,Total,161367,82668,78699
Wednesday 16 May 2018,00:00,1591,563,1028
,01:00,813,249,564
,02:00,529,222,307
,03:00,695,457,238
,04:00,1571,1086,485
,05:00,2857,1749,1108
,06:00,7850,3749,4101
,07:00,11755,6329,5426
,08:00,10540,6159,4381
,09:00,9738,5511,4227
,10:00,9222,4380,4842
,11:00,8864,4434,4430
,12:00,9131,4591,4540
,13:00,9878,4902,4976
,14:00,9969,5059,4910
,15:00,11405,5626,5779
,16:00,12475,6136,6339
,17:00,11822,5792,6030
,18:00,10464,5341,5123
,19:00,8561,4308,4253
,20:00,5764,2701,3063
,21:00,4902,2247,2655
,22:00,3703,1572,2131
,23:00,2984,1349,1635
,Total,167083,84512,82571
Thursday 17 May 2018,00:00,1997,890,1107
,01:00,1010,320,690
,02:00,633,249,384
,03:00,769,496,273
,04:00,1682,1164,518
,05:00,2933,1744,1189
,06:00,7718,3711,4007
,07:00,11986,6387,5599
,08:00,11219,6327,4892
,09:00,10198,5248,4950
,10:00,9086,4656,4430
,11:00,8938,4601,4337
,12:00,9653,4868,4785
,13:00,10185,5242,4943
,14:00,10162,5323,4839
,15:00,10192,4443,5749
,16:00,10195,4647,5548
,17:00,11637,6418,5219
,18:00,10592,5412,5180
,19:00,9409,4818,4591
,20:00,6186,2930,3256
,21:00,4895,2294,2601
,22:00,3836,1737,2099
,23:00,3383,1179,2204
,Total,168494,85104,83390
Friday 18 May 2018,00:00,2099,741,1358
,01:00,1131,386,745
,02:00,729,294,435
,03:00,800,521,279
,04:00,1755,1191,564
,05:00,3071,1802,1269
,06:00,7495,3751,3744
,07:00,11938,6437,5501
,08:00,10534,5717,4817
,09:00,9462,4768,4694
,10:00,9085,4639,4446
,11:00,9565,4793,4772
,12:00,10499,5321,5178
,13:00,11211,5566,5645
,14:00,11745,5856,5889
,15:00,10569,5967,4602
,16:00,11886,5915,5971
,17:00,11680,5351,6329
,18:00,9898,5089,4809
,19:00,8179,3911,4268
,20:00,6223,2903,3320
,21:00,4836,2342,2494
,22:00,3898,1808,2090
,23:00,3826,2019,1807
,Total,172114,87088,85026
Saturday 19 May 2018,00:00,2617,1196,1421
,01:00,1338,543,795
,02:00,748,338,410
,03:00,983,603,380
,04:00,1649,1084,565
,05:00,2073,1236,837
,06:00,3190,1759,1431
,07:00,4725,2625,2100
,08:00,6066,3139,2927
,09:00,8171,4111,4060
,10:00,9087,4587,4500
,11:00,9401,4758,4643
,12:00,9999,4676,5323
,13:00,10964,5540,5424
,14:00,10690,5236,5454
,15:00,9796,4726,5070
,16:00,9463,4317,5146
,17:00,8777,4086,4691
,18:00,7820,3719,4101
,19:00,6542,3111,3431
,20:00,5177,2353,2824
,21:00,3417,1624,1793
,22:00,3143,1499,1644
,23:00,3296,1855,1441
,Total,139132,68721,70411
Sunday 20 May 2018,00:00,2615,1357,1258
,01:00,1593,601,992
,02:00,996,388,608
,03:00,856,542,314
,04:00,1304,923,381
,05:00,1666,1025,641
,06:00,1922,1048,874
,07:00,2558,1415,1143
,08:00,3347,1649,1698
,09:00,5258,2670,2588
,10:00,6648,3235,3413
,11:00,8167,4037,4130
,12:00,9339,4665,4674
,13:00,10273,5107,5166
,14:00,10445,5234,5211
,15:00,9496,4926,4570
,16:00,9318,4797,4521
,17:00,9161,4850,4311
,18:00,8624,4395,4229
,19:00,7135,3641,3494
,20:00,5411,2712,2699
,21:00,3816,1888,1928
,22:00,2887,1298,1589
,23:00,2083,831,1252
,Total,124918,63234,61684
Monday 21 May 2018,00:00,1454,467,987
,01:00,816,260,556
,02:00,537,200,337
,03:00,755,529,226
,04:00,1796,1276,520
,05:00,3259,1932,1327
,06:00,7933,3775,4158
,07:00,11752,6537,5215
,08:00,11190,6300,4890
,09:00,9962,5092,4870
,10:00,8746,4440,4306
,11:00,8487,4282,4205
,12:00,9057,4638,4419
,13:00,9230,4668,4562
,14:00,9588,4814,4774
,15:00,10622,5199,5423
,16:00,12766,6216,6550
,17:00,12241,6134,6107
,18:00,9725,5206,4519
