Date,Time,All,N,S
Saturday 1 July 2017,00:00,2164.0,819.0,1345.0
,01:00,1476.0,489.0,987.0
,02:00,747.0,356.0,391.0
,03:00,967.0,618.0,349.0
,04:00,1558.0,1053.0,505.0
,05:00,2004.0,1177.0,827.0
,06:00,2937.0,1561.0,1376.0
,07:00,4340.0,2439.0,1901.0
,08:00,5344.0,2941.0,2403.0
,09:00,6512.0,3345.0,3167.0
,10:00,7541.0,3834.0,3707.0
,11:00,9277.0,4588.0,4689.0
,12:00,10301.0,4875.0,5426.0
,13:00,10155.0,4765.0,5390.0
,14:00,10168.0,4961.0,5207.0
,15:00,9361.0,4579.0,4782.0
,16:00,8972.0,4348.0,4624.0
,17:00,8652.0,4228.0,4424.0
,18:00,7810.0,3945.0,3865.0
,19:00,6107.0,3046.0,3061.0
,20:00,4855.0,2262.0,2593.0
,21:00,3316.0,1470.0,1846.0
,22:00,2575.0,1311.0,1264.0
,23:00,2590.0,1308.0,1282.0
,Total,129729.0,64318.0,65411.0
Sunday 2 July 2017,00:00,2219.0,905.0,1314.0
,01:00,1486.0,541.0,945.0
,02:00,1021.0,404.0,617.0
,03:00,1031.0,629.0,402.0
,04:00,1516.0,1041.0,475.0
,05:00,1603.0,983.0,620.0
,06:00,1791.0,957.0,834.0
,07:00,2452.0,1369.0,1083.0
,08:00,2951.0,1545.0,1406.0
,09:00,4603.0,2441.0,2162.0
,10:00,6014.0,2974.0,3040.0
,11:00,8072.0,4002.0,4070.0
,12:00,9707.0,4925.0,4782.0
,13:00,10843.0,5829.0,5014.0
,14:00,10335.0,5785.0,4550.0
,15:00,9312.0,4964.0,4348.0
,16:00,9277.0,4789.0,4488.0
,17:00,9154.0,4774.0,4380.0
,18:00,10154.0,4535.0,5619.0
,19:00,8201.0,3688.0,4513.0
,20:00,5986.0,2804.0,3182.0
,21:00,4295.0,2139.0,2156.0
,22:00,2864.0,1331.0,1533.0
,23:00,2441.0,1072.0,1369.0
,Total,127328.0,64426.0,62902.0
Monday 3 July 2017,00:00,1702.0,594.0,1108.0
,01:00,941.0,285.0,656.0
,02:00,550.0,234.0,316.0
,03:00,801.0,567.0,234.0
,04:00,1831.0,1337.0,494.0
,05:00,3028.0,1733.0,1295.0
,06:00,6555.0,3387.0,3168.0
,07:00,11170.0,5915.0,5255.0
,08:00,11331.0,6151.0,5180.0
,09:00,9083.0,4542.0,4541.0
,10:00,8266.0,4225.0,4041.0
,11:00,8456.0,4319.0,4137.0
,12:00,8725.0,4470.0,4255.0
,13:00,9188.0,4717.0,4471.0
,14:00,9542.0,4748.0,4794.0
,15:00,10188.0,5085.0,5103.0
,16:00,12100.0,5950.0,6150.0
,17:00,9468.0,6130.0,3338.0
,18:00,10364.0,5055.0,5309.0
,19:00,7132.0,3472.0,3660.0
,20:00,5228.0,2506.0,2722.0
,21:00,3854.0,1720.0,2134.0
,22:00,2692.0,1237.0,1455.0
,23:00,1953.0,886.0,1067.0
,Total,154148.0,79265.0,74883.0
Tuesday 4 July 2017,00:00,1259.0,521.0,738.0
,01:00,897.0,264.0,633.0
,02:00,789.0,313.0,476.0
,03:00,857.0,522.0,335.0
,04:00,1789.0,1211.0,578.0
,05:00,2828.0,1667.0,1161.0
,06:00,6570.0,3402.0,3168.0
,07:00,11500.0,6091.0,5409.0
,08:00,11485.0,6062.0,5423.0
,09:00,9361.0,4641.0,4720.0
,10:00,8562.0,4426.0,4136.0
,11:00,8468.0,4292.0,4176.0
,12:00,8707.0,4405.0,4302.0
,13:00,8830.0,4234.0,4596.0
,14:00,9839.0,5066.0,4773.0
,15:00,10167.0,5090.0,5077.0
,16:00,10890.0,5829.0,5061.0
,17:00,12124.0,6129.0,5995.0
,18:00,10867.0,5448.0,5419.0
,19:00,7192.0,3572.0,3620.0
,20:00,5392.0,2482.0,2910.0
,21:00,4175.0,1890.0,2285.0
,22:00,3029.0,1408.0,1621.0
,23:00,2437.0,1121.0,1316.0
,Total,158014.0,80086.0,77928.0
Wednesday 5 July 2017,00:00,1726.0,578.0,1148.0
,01:00,1080.0,322.0,758.0
,02:00,651.0,266.0,385.0
,03:00,849.0,589.0,260.0
,04:00,1827.0,1259.0,568.0
,05:00,2673.0,1520.0,1153.0
,06:00,6626.0,3441.0,3185.0
,07:00,11451.0,6053.0,5398.0
,08:00,11610.0,6147.0,5463.0
,09:00,9401.0,4771.0,4630.0
,10:00,8487.0,4338.0,4149.0
,11:00,8796.0,4512.0,4284.0
,12:00,8990.0,4569.0,4421.0
,13:00,9399.0,4713.0,4686.0
,14:00,9686.0,4849.0,4837.0
,15:00,10771.0,5438.0,5333.0
,16:00,12543.0,6081.0,6462.0
,17:00,10481.0,5426.0,5055.0
,18:00,10990.0,5447.0,5543.0
,19:00,8034.0,4182.0,3852.0
,20:00,5722.0,2714.0,3008.0
,21:00,4714.0,2243.0,2471.0
,22:00,3527.0,1577.0,1950.0
,23:00,2453.0,1070.0,1383.0
,Total,162487.0,82105.0,80382.0
Thursday 6 July 2017,00:00,1696.0,609.0,1087.0
,01:00,1012.0,293.0,719.0
,02:00,623.0,274.0,349.0
,03:00,779.0,523.0,256.0
,04:00,1732.0,1193.0,539.0
,05:00,2747.0,1618.0,1129.0
,06:00,6437.0,3262.0,3175.0
,07:00,11474.0,6129.0,5345.0
,08:00,11446.0,6038.0,5408.0
,09:00,9481.0,4820.0,4661.0
,10:00,8682.0,4503.0,4179.0
,11:00,8743.0,4347.0,4396.0
,12:00,8947.0,4405.0,4542.0
,13:00,9506.0,4750.0,4756.0
,14:00,9661.0,4882.0,4779.0
,15:00,10548.0,5405.0,5143.0
,16:00,12754.0,6271.0,6483.0
,17:00,12318.0,6225.0,6093.0
,18:00,10177.0,5353.0,4824.0
,19:00,8115.0,3874.0,4241.0
