Date,Time,All,N,S
Sunday 1 October 2017,00:00,1932,828,1104
,01:00,1523,507,1016
,02:00,972,413,559
,03:00,929,597,332
,04:00,1351,919,432
,05:00,1461,872,589
,06:00,1727,927,800
,07:00,2378,1332,1046
,08:00,3002,1585,1417
,09:00,4873,2500,2373
,10:00,6348,3186,3162
,11:00,7813,3977,3836
,12:00,9139,4677,4462
,13:00,10578,5437,5141
,14:00,10404,5418,4986
,15:00,9923,5207,4716
,16:00,9121,4659,4462
,17:00,9130,4558,4572
,18:00,8576,4365,4211
,19:00,6956,3606,3350
,20:00,5630,2654,2976
,21:00,3833,1861,1972
,22:00,2594,1151,1443
,23:00,1828,801,1027
,Total,122021,62037,59984
Monday 2 October 2017,00:00,1682,433,1249
,01:00,799,240,559
,02:00,392,209,183
,03:00,694,479,215
,04:00,1638,1170,468
,05:00,2991,1751,1240
,06:00,6794,3424,3370
,07:00,11142,6215,4927
,08:00,10343,6099,4244
,09:00,10201,5097,5104
,10:00,8152,4137,4015
,11:00,8522,4393,4129
,12:00,8654,4377,4277
,13:00,9036,4608,4428
,14:00,8964,4492,4472
,15:00,9651,5053,4598
,16:00,10403,5747,4656
,17:00,10422,5091,5331
,18:00,10858,5039,5819
,19:00,7129,3414,3715
,20:00,4849,2320,2529
,21:00,3590,1622,1968
,22:00,2567,1196,1371
,23:00,1650,696,954
,Total,151123,77302,73821
Tuesday 3 October 2017,00:00,1355,458,897
,01:00,878,221,657
,02:00,464,244,220
,03:00,592,414,178
,04:00,1520,1080,440
,05:00,2662,1598,1064
,06:00,6837,3434,3403
,07:00,11409,6337,5072
,08:00,11278,6017,5261
,09:00,10117,5467,4650
,10:00,8527,4289,4238
,11:00,8045,4122,3923
,12:00,8515,4327,4188
,13:00,8788,4540,4248
,14:00,9162,4587,4575
,15:00,10386,5177,5209
,16:00,12565,6332,6233
,17:00,11926,5860,6066
,18:00,9915,4955,4960
,19:00,7092,3540,3552
,20:00,5018,2383,2635
,21:00,3984,1838,2146
,22:00,2639,1208,1431
,23:00,1781,864,917
,Total,155455,79292,76163
Wednesday 4 October 2017,00:00,1441,511,930
,01:00,914,248,666
,02:00,507,234,273
,03:00,752,525,227
,04:00,1517,1057,460
,05:00,2599,1556,1043
,06:00,6949,3507,3442
,07:00,11293,6219,5074
,08:00,10786,6080,4706
,09:00,10381,5341,5040
,10:00,8509,4413,4096
,11:00,8353,4286,4067
,12:00,8982,4531,4451
,13:00,9091,4599,4492
,14:00,9573,4930,4643
,15:00,10653,5268,5385
,16:00,12423,6022,6401
,17:00,11411,5668,5743
,18:00,10370,5142,5228
,19:00,7714,4067,3647
,20:00,5264,2488,2776
,21:00,4132,1938,2194
,22:00,3254,1491,1763
,23:00,2120,914,1206
,Total,158988,81035,77953
Thursday 5 October 2017,00:00,1579,511,1068
,01:00,913,235,678
,02:00,505,236,269
,03:00,692,466,226
,04:00,1483,1058,425
,05:00,2619,1578,1041
,06:00,6721,3342,3379
,07:00,11288,6180,5108
,08:00,10934,5981,4953
,09:00,6727,4705,2022
,10:00,9463,4829,4634
,11:00,8264,4187,4077
,12:00,8873,4491,4382
,13:00,9344,4726,4618
,14:00,9634,4764,4870
,15:00,10665,5393,5272
,16:00,12647,6283,6364
,17:00,11873,6095,5778
,18:00,10563,5016,5547
,19:00,7922,3960,3962
,20:00,5809,2690,3119
,21:00,4199,2021,2178
,22:00,2989,1300,1689
,23:00,2208,975,1233
,Total,157914,81022,76892
Friday 6 October 2017,00:00,1839,600,1239
,01:00,1122,322,800
,02:00,659,289,370
