day,month,time,location,direction,volume
6,5,900,Example,1,3808
6,5,1000,Example,0,4094
6,5,1000,Example,1,4045
6,5,1100,Example,0,4532
6,5,1100,Example,1,4254
6,5,1200,Example,0,4797
6,5,1200,Example,1,5274
6,5,1300,Example,0,5118
6,5,1300,Example,1,5633
6,5,1400,Example,0,5408
6,5,1400,Example,1,5136
6,5,1500,Example,0,4624
6,5,1500,Example,1,4796
6,5,1600,Example,0,4549
6,5,1600,Example,1,4392
6,5,1700,Example,0,4323
6,5,1700,Example,1,4422
6,5,1800,Example,0,4055
6,5,1800,Example,1,3881
6,5,1900,Example,0,3248
6,5,1900,Example,1,3330
6,5,2000,Example,0,2196
6,5,2000,Example,1,2780
6,5,2100,Example,0,1504
6,5,2100,Example,1,2084
6,5,2200,Example,0,1167
6,5,2200,Example,1,1392
6,5,2300,Example,0,1033
6,5,2300,Example,1,1293
7,5,0,Example,0,789
7,5,0,Example,1,1084
7,5,100,Example,0,472
7,5,100,Example,1,835
7,5,200,Example,0,320
7,5,200,Example,1,349
7,5,300,Example,0,449
7,5,300,Example,1,240
7,5,400,Example,0,931
7,5,400,Example,1,372
7,5,500,Example,0,901
7,5,500,Example,1,615
7,5,600,Example,0,923
7,5,600,Example,1,835
7,5,700,Example,0,1396
7,5,700,Example,1,1088
7,5,800,Example,0,1719
7,5,800,Example,1,1615
7,5,900,Example,0,2842
7,5,900,Example,1,2908
7,5,1000,Example,0,2335
7,5,1000,Example,1,2503
7,5,1100,Example,0,3805
7,5,1100,Example,1,3822
7,5,1200,Example,0,4392
7,5,1200,Example,1,4530
7,5,1300,Example,0,5001
7,5,1300,Example,1,4946
7,5,1400,Example,0,4991
7,5,1400,Example,1,4688
7,5,1500,Example,0,4599
7,5,1500,Example,1,4523
7,5,1600,Example,0,4707
7,5,1600,Example,1,4433
7,5,1700,Example,0,4525
7,5,1700,Example,1,4309
7,5,1800,Example,0,4346
7,5,1800,Example,1,4042
7,5,1900,Example,0,3600
7,5,1900,Example,1,3513
7,5,2000,Example,0,2726
7,5,2000,Example,1,2857
7,5,2100,Example,0,2047
7,5,2100,Example,1,2141
7,5,2200,Example,0,1418
7,5,2200,Example,1,1488
7,5,2300,Example,0,911
7,5,2300,Example,1,1246
1,5,0,Example,0,469
1,5,0,Example,1,1052
1,5,100,Example,0,206
1,5,100,Example,1,394
1,5,200,Example,0,199
1,5,200,Example,1,223
1,5,300,Example,0,448
1,5,300,Example,1,208
1,5,400,Example,0,1226
1,5,400,Example,1,477
1,5,500,Example,0,1776
1,5,500,Example,1,1171
1,5,600,Example,0,3304
1,5,600,Example,1,3244
1,5,700,Example,0,5980
1,5,700,Example,1,5089
1,5,800,Example,0,6138
1,5,800,Example,1,4353
1,5,900,Example,0,4940
1,5,900,Example,1,4963
1,5,1000,Example,0,4470
1,5,1000,Example,1,3963
1,5,1100,Example,0,4100
1,5,1100,Example,1,4009
1,5,1200,Example,0,4255
1,5,1200,Example,1,4467
1,5,1300,Example,0,4458
1,5,1300,Example,1,4286
1,5,1400,Example,0,4654
1,5,1400,Example,1,4480
1,5,1500,Example,0,5202
1,5,1500,Example,1,4935
1,5,1600,Example,0,6203
1,5,1600,Example,1,6223
1,5,1700,Example,0,6142
1,5,1700,Example,1,6468
1,5,1800,Example,0,4944
1,5,1800,Example,1,4897
1,5,1900,Example,0,3383
1,5,1900,Example,1,3403
1,5,2000,Example,0,2178
1,5,2000,Example,1,2590
1,5,2100,Example,0,1687
1,5,2100,Example,1,1998
1,5,2200,Example,0,1145
1,5,2200,Example,1,1470
1,5,2300,Example,0,773
1,5,2300,Example,1,1102
2,5,0,Example,0,480
2,5,0,Example,1,954
2,5,100,Example,0,223
2,5,100,Example,1,558
2,5,200,Example,0,225
2,5,200,Example,1,183
2,5,300,Example,0,467
2,5,300,Example,1,225
2,5,400,Example,0,1077
2,5,400,Example,1,464
2,5,500,Example,0,1648
2,5,500,Example,1,1051
2,5,600,Example,0,3538
2,5,600,Example,1,3442
2,5,700,Example,0,6264
2,5,700,Example,1,5860
2,5,800,Example,0,6415
2,5,800,Example,1,5122
2,5,900,Example,0,5171
2,5,900,Example,1,4864
2,5,1000,Example,0,4190
2,5,1000,Example,1,4060
2,5,1100,Example,0,4297
2,5,1100,Example,1,3842
2,5,1200,Example,0,4171
2,5,1200,Example,1,4240
2,5,1300,Example,0,4316
2,5,1300,Example,1,4340
2,5,1400,Example,0,4554
2,5,1400,Example,1,4393
2,5,1500,Example,0,5106
2,5,1500,Example,1,5132
2,5,1600,Example,0,6150
2,5,1600,Example,1,5280
2,5,1700,Example,0,6068
2,5,1700,Example,1,5700
2,5,1800,Example,0,5210
2,5,1800,Example,1,5341
2,5,1900,Example,0,3482
2,5,1900,Example,1,3508
2,5,2000,Example,0,2471
2,5,2000,Example,1,2641
2,5,2100,Example,0,1898
2,5,2100,Example,1,2320
2,5,2200,Example,0,1420
2,5,2200,Example,1,1811
2,5,2300,Example,0,932
2,5,2300,Example,1,1245
3,5,0,Example,0,516
3,5,0,Example,1,927
3,5,100,Example,0,273
3,5,100,Example,1,475
3,5,200,Example,0,219
3,5,200,Example,1,238
3,5,300,Example,0,449
3,5,300,Example,1,255
3,5,400,Example,0,1060
3,5,400,Example,1,467
3,5,500,Example,0,1593
3,5,500,Example,1,1026
3,5,600,Example,0,3518
3,5,600,Example,1,3404
3,5,700,Example,0,6443
3,5,700,Example,1,5517
3,5,800,Example,0,6207
3,5,800,Example,1,5274
3,5,900,Example,0,5143
3,5,900,Example,1,5031
3,5,1000,Example,0,4372
3,5,1000,Example,1,4272
3,5,1100,Example,0,4369
3,5,1100,Example,1,4124
3,5,1200,Example,0,4340
3,5,1200,Example,1,4379
3,5,1300,Example,0,4782
3,5,1300,Example,1,4579
3,5,1400,Example,0,4748
3,5,1400,Example,1,4766
3,5,1500,Example,0,5320
3,5,1500,Example,1,5175
3,5,1600,Example,0,6351
3,5,1600,Example,1,6420
3,5,1700,Example,0,5533
3,5,1700,Example,1,6513
3,5,1800,Example,0,5588
3,5,1800,Example,1,5033
3,5,1900,Example,0,3928
3,5,1900,Example,1,3770
3,5,2000,Example,0,2650
3,5,2000,Example,1,2841
3,5,2100,Example,0,2152
3,5,2100,Example,1,2504
3,5,2200,Example,0,1425
3,5,2200,Example,1,1792
3,5,2300,Example,0,974
3,5,2300,Example,1,1228
4,5,0,Example,0,533
4,5,0,Example,1,895
4,5,100,Example,0,238
4,5,100,Example,1,645
4,5,200,Example,0,227
4,5,200,Example,1,244
4,5,300,Example,0,442
4,5,300,Example,1,225
4,5,400,Example,0,1057
4,5,400,Example,1,451
4,5,500,Example,0,1593
4,5,500,Example,1,1036
4,5,600,Example,0,3356
4,5,600,Example,1,3430
4,5,700,Example,0,6226
4,5,700,Example,1,5771
4,5,800,Example,0,6225
4,5,800,Example,1,5120
4,5,900,Example,0,5272
4,5,900,Example,1,4925
4,5,1000,Example,0,4407
4,5,1000,Example,1,4112
4,5,1100,Example,0,4315
4,5,1100,Example,1,4122
4,5,1200,Example,0,4422
4,5,1200,Example,1,4507
4,5,1300,Example,0,4585
4,5,1300,Example,1,4610
4,5,1400,Example,0,4860
4,5,1400,Example,1,4657
4,5,1500,Example,0,5319
4,5,1500,Example,1,5366
4,5,1600,Example,0,6299
4,5,1600,Example,1,6513
4,5,1700,Example,0,6022
4,5,1700,Example,1,6168
4,5,1800,Example,0,4909
4,5,1800,Example,1,5267
4,5,1900,Example,0,4280
4,5,1900,Example,1,4069
4,5,2000,Example,0,2922
4,5,2000,Example,1,3012
4,5,2100,Example,0,2269
4,5,2100,Example,1,2538
4,5,2200,Example,0,1616
4,5,2200,Example,1,1977
4,5,2300,Example,0,1088
4,5,2300,Example,1,1265
5,5,0,Example,0,658
5,5,0,Example,1,1129
5,5,100,Example,0,337
5,5,100,Example,1,749
5,5,200,Example,0,252
5,5,200,Example,1,288
5,5,300,Example,0,510
5,5,300,Example,1,282
5,5,400,Example,0,1149
5,5,400,Example,1,506
5,5,500,Example,0,1547
5,5,500,Example,1,1111
5,5,600,Example,0,3363
5,5,600,Example,1,3199
5,5,700,Example,0,6223
5,5,700,Example,1,5447
5,5,800,Example,0,5868
5,5,800,Example,1,5039
5,5,900,Example,0,4875
5,5,900,Example,1,4752
5,5,1000,Example,0,4411
5,5,1000,Example,1,4201
5,5,1100,Example,0,4435
5,5,1100,Example,1,4449
5,5,1200,Example,0,4951
5,5,1200,Example,1,4924
5,5,1300,Example,0,5263
5,5,1300,Example,1,4479
5,5,1400,Example,0,5417
5,5,1400,Example,1,5916
5,5,1500,Example,0,6146
5,5,1500,Example,1,6012
5,5,1600,Example,0,6207
5,5,1600,Example,1,6502
5,5,1700,Example,0,5889
5,5,1700,Example,1,5813
5,5,1800,Example,0,4859
5,5,1800,Example,1,4848
5,5,1900,Example,0,3874
5,5,1900,Example,1,4003
5,5,2000,Example,0,2882
5,5,2000,Example,1,3196
5,5,2100,Example,0,2234
5,5,2100,Example,1,2381
5,5,2200,Example,0,1603
5,5,2200,Example,1,1985
5,5,2300,Example,0,1208
5,5,2300,Example,1,1491
6,5,0,Example,0,735
6,5,0,Example,1,1229
6,5,100,Example,0,382
6,5,100,Example,1,710
6,5,200,Example,0,322
6,5,200,Example,1,323
6,5,300,Example,0,518
6,5,300,Example,1,321
6,5,400,Example,0,1014
6,5,400,Example,1,417
6,5,500,Example,0,1106
6,5,500,Example,1,743
6,5,600,Example,0,1509
6,5,600,Example,1,1160
6,5,700,Example,0,2431
6,5,700,Example,1,1822
6,5,800,Example,0,2857
6,5,800,Example,1,2840
6,5,900,Example,0,3877
6,5,900,Example,1,3670
6,5,1000,Example,0,4300
6,5,1000,Example,1,4145
6,5,1100,Example,0,4682
6,5,1100,Example,1,4550
6,5,1200,Example,0,5079
6,5,1200,Example,1,5141
6,5,1300,Example,0,5731
6,5,1300,Example,1,5511
6,5,1400,Example,0,5132
6,5,1400,Example,1,5509
6,5,1500,Example,0,4685
6,5,1500,Example,1,5222
6,5,1600,Example,0,4456
6,5,1600,Example,1,4644
6,5,1700,Example,0,4330
6,5,1700,Example,1,4704
6,5,1800,Example,0,3863
6,5,1800,Example,1,4066
6,5,1900,Example,0,3230
6,5,1900,Example,1,3396
6,5,2000,Example,0,2470
6,5,2000,Example,1,2582
6,5,2100,Example,0,1677
6,5,2100,Example,1,1889
6,5,2200,Example,0,1240
6,5,2200,Example,1,1281
6,5,2300,Example,0,1112
6,5,2300,Example,1,1307
7,5,0,Example,0,772
7,5,0,Example,1,1283
7,5,100,Example,0,507
7,5,100,Example,1,817
7,5,200,Example,0,336
7,5,200,Example,1,469
7,5,300,Example,0,511
7,5,300,Example,1,297
7,5,400,Example,0,999
7,5,400,Example,1,390
7,5,500,Example,0,1015
7,5,500,Example,1,614
