day,month,time,location,direction,volume
6,2,2100,Example,0,1176
6,2,2100,Example,1,1843
6,2,2200,Example,0,966
6,2,2200,Example,1,1249
6,2,2300,Example,0,743
6,2,2300,Example,1,1178
7,2,0,Example,0,548
7,2,0,Example,1,874
7,2,100,Example,0,360
7,2,100,Example,1,538
7,2,200,Example,0,295
7,2,200,Example,1,251
7,2,300,Example,0,356
7,2,300,Example,1,216
7,2,400,Example,0,652
7,2,400,Example,1,318
7,2,500,Example,0,649
7,2,500,Example,1,423
7,2,600,Example,0,767
7,2,600,Example,1,656
7,2,700,Example,0,1063
7,2,700,Example,1,909
7,2,800,Example,0,1324
7,2,800,Example,1,1256
7,2,900,Example,0,2048
7,2,900,Example,1,1858
7,2,1000,Example,0,2696
7,2,1000,Example,1,2651
7,2,1100,Example,0,3299
7,2,1100,Example,1,3439
7,2,1200,Example,0,4106
7,2,1200,Example,1,4311
7,2,1300,Example,0,4640
7,2,1300,Example,1,4927
7,2,1400,Example,0,4611
7,2,1400,Example,1,4467
7,2,1500,Example,0,4288
7,2,1500,Example,1,4290
7,2,1600,Example,0,4031
7,2,1600,Example,1,4342
7,2,1700,Example,0,4337
7,2,1700,Example,1,4018
7,2,1800,Example,0,4015
7,2,1800,Example,1,3611
7,2,1900,Example,0,3096
7,2,1900,Example,1,3115
7,2,2000,Example,0,2393
7,2,2000,Example,1,2361
7,2,2100,Example,0,1785
7,2,2100,Example,1,1887
7,2,2200,Example,0,1024
7,2,2200,Example,1,1479
7,2,2300,Example,0,677
7,2,2300,Example,1,950
1,2,0,Example,0,367
1,2,0,Example,1,897
1,2,100,Example,0,178
1,2,100,Example,1,436
1,2,200,Example,0,181
1,2,200,Example,1,173
1,2,300,Example,0,388
1,2,300,Example,1,185
1,2,400,Example,0,1002
1,2,400,Example,1,388
1,2,500,Example,0,1545
1,2,500,Example,1,1012
1,2,600,Example,0,3034
1,2,600,Example,1,3282
1,2,700,Example,0,5752
1,2,700,Example,1,5264
1,2,800,Example,0,5996
1,2,800,Example,1,4134
1,2,900,Example,0,5037
1,2,900,Example,1,4617
1,2,1000,Example,0,4166
1,2,1000,Example,1,3857
1,2,1100,Example,0,3945
1,2,1100,Example,1,3890
1,2,1200,Example,0,3958
1,2,1200,Example,1,4061
1,2,1300,Example,0,4233
1,2,1300,Example,1,4219
1,2,1400,Example,0,4323
1,2,1400,Example,1,4224
1,2,1500,Example,0,4729
1,2,1500,Example,1,4735
1,2,1600,Example,0,5830
1,2,1600,Example,1,6241
1,2,1700,Example,0,5799
1,2,1700,Example,1,5955
1,2,1800,Example,0,4570
1,2,1800,Example,1,4613
1,2,1900,Example,0,3120
1,2,1900,Example,1,3200
1,2,2000,Example,0,2110
1,2,2000,Example,1,2353
1,2,2100,Example,0,1627
1,2,2100,Example,1,1856
1,2,2200,Example,0,1119
1,2,2200,Example,1,1268
1,2,2300,Example,0,638
1,2,2300,Example,1,942
2,2,0,Example,0,317
2,2,0,Example,1,781
2,2,100,Example,0,162
2,2,100,Example,1,221
2,2,200,Example,0,195
2,2,200,Example,1,185
2,2,300,Example,0,339
2,2,300,Example,1,179
2,2,400,Example,0,869
2,2,400,Example,1,354
2,2,500,Example,0,1503
2,2,500,Example,1,917
2,2,600,Example,0,2915
2,2,600,Example,1,3246
2,2,700,Example,0,5816
2,2,700,Example,1,5333
2,2,800,Example,0,5968
2,2,800,Example,1,4759
2,2,900,Example,0,4923
2,2,900,Example,1,4512
2,2,1000,Example,0,4157
2,2,1000,Example,1,3738
2,2,1100,Example,0,3972
2,2,1100,Example,1,3783
2,2,1200,Example,0,3941
2,2,1200,Example,1,3983
2,2,1300,Example,0,4121
2,2,1300,Example,1,4165
2,2,1400,Example,0,4302
2,2,1400,Example,1,4423
2,2,1500,Example,0,4895
2,2,1500,Example,1,4884
2,2,1600,Example,0,5959
2,2,1600,Example,1,6547
2,2,1700,Example,0,5965
2,2,1700,Example,1,6210
2,2,1800,Example,0,4899
2,2,1800,Example,1,4444
2,2,1900,Example,0,3118
2,2,1900,Example,1,3180
2,2,2000,Example,0,1935
2,2,2000,Example,1,2240
2,2,2100,Example,0,1392
2,2,2100,Example,1,1861
2,2,2200,Example,0,1146
2,2,2200,Example,1,1311
