Date,Time,All,N,S
Tuesday 1 December 2015,00:00,1121,398,723
,01:00,525,201,324
,02:00,375,180,195
,03:00,513,322,191
,04:00,1185,831,354
,05:00,2264,1353,911
,06:00,5711,2558,3153
,07:00,10219,5362,4857
,08:00,9808,5812,3996
,09:00,9256,4797,4459
,10:00,7776,3955,3821
,11:00,7540,3873,3667
,12:00,7933,4055,3878
,13:00,8195,4031,4164
,14:00,8322,4327,3995
,15:00,9346,4622,4724
,16:00,11525,5633,5892
,17:00,11778,5816,5962
,18:00,9450,5022,4428
,19:00,6614,3456,3158
,20:00,4783,2303,2480
,21:00,3776,1560,2216
,22:00,2703,1265,1438
,23:00,1721,736,985
,Total,142439,72468,69971
Wednesday 2 December 2015,00:00,1161,413,748
,01:00,517,232,285
,02:00,391,179,212
,03:00,551,347,204
,04:00,1120,750,370
,05:00,2109,1284,825
,06:00,5511,2478,3033
,07:00,9666,5432,4234
,08:00,9354,6045,3309
,09:00,9067,4667,4400
,10:00,7655,3784,3871
,11:00,7622,3840,3782
,12:00,8084,4012,4072
,13:00,8392,4132,4260
,14:00,8790,4457,4333
,15:00,9800,4875,4925
,16:00,11841,5844,5997
,17:00,11827,5847,5980
,18:00,9617,4980,4637
,19:00,6887,3545,3342
,20:00,4975,2490,2485
,21:00,4015,1820,2195
,22:00,2907,1275,1632
,23:00,1771,755,1016
,Total,143630,73483,70147
Thursday 3 December 2015,00:00,1155,435,720
,01:00,530,222,308
,02:00,383,199,184
,03:00,581,364,217
,04:00,1224,841,383
,05:00,2191,1324,867
,06:00,5819,2549,3270
,07:00,9889,5498,4391
,08:00,9585,5634,3951
,09:00,9053,4690,4363
,10:00,7959,4097,3862
,11:00,7864,4070,3794
,12:00,8244,4147,4097
,13:00,8502,4424,4078
,14:00,8834,4458,4376
,15:00,9709,5018,4691
,16:00,10819,5516,5303
,17:00,11065,5568,5497
,18:00,9389,4835,4554
,19:00,6897,3391,3506
,20:00,5091,2512,2579
,21:00,4255,2007,2248
,22:00,3073,1310,1763
,23:00,1909,848,1061
,Total,144020,73957,70063
Friday 4 December 2015,00:00,1388,512,876
,01:00,664,295,369
,02:00,452,216,236
,03:00,672,412,260
,04:00,1359,957,402
,05:00,2278,1355,923
,06:00,5446,2453,2993
,07:00,9480,4780,4700
,08:00,9910,6055,3855
,09:00,9171,4821,4350
,10:00,8030,4026,4004
,11:00,8623,4334,4289
,12:00,8998,4515,4483
,13:00,9610,4730,4880
,14:00,10218,5108,5110
,15:00,11754,5839,5915
,16:00,11885,5940,5945
,17:00,11227,5544,5683
,18:00,8693,4479,4214
,19:00,7197,3566,3631
,20:00,4903,2395,2508
,21:00,3625,1815,1810
,22:00,3002,1295,1707
,23:00,2239,1028,1211
,Total,150824,76470,74354
Saturday 5 December 2015,00:00,1813,835,978
,01:00,1258,497,761
,02:00,877,399,478
,03:00,997,488,509
,04:00,1294,831,463
,05:00,1619,960,659
,06:00,2021,1094,927
,07:00,3256,1755,1501
,08:00,4729,2363,2366
,09:00,6088,2903,3185
,10:00,6865,3462,3403
,11:00,7776,3872,3904
,12:00,8608,4153,4455
,13:00,8754,4212,4542
,14:00,8435,4085,4350
,15:00,7847,3862,3985
,16:00,7540,3744,3796
,17:00,6962,3540,3422
,18:00,6097,3108,2989
,19:00,5097,2631,2466
,20:00,3503,1682,1821
,21:00,2290,1054,1236
,22:00,1657,773,884
,23:00,1511,641,870
,Total,106894,52944,53950
Sunday 6 December 2015,00:00,1110,542,568
,01:00,941,451,490
,02:00,685,349,336
,03:00,725,451,274
,04:00,1035,715,320
,05:00,1298,767,531
,06:00,1377,769,608
,07:00,2199,1193,1006
,08:00,2725,1361,1364
,09:00,4093,2110,1983
,10:00,5570,2731,2839
,11:00,7021,3430,3591
,12:00,8204,3979,4225
,13:00,8968,4549,4419
,14:00,8685,4508,4177
,15:00,8741,4461,4280
,16:00,8722,4312,4410
,17:00,7936,4019,3917
,18:00,7165,3638,3527
,19:00,6105,3089,3016
,20:00,4490,2223,2267
,21:00,3344,1617,1727
,22:00,2488,1064,1424
,23:00,1745,674,1071
,Total,105372,53002,52370
Monday 7 December 2015,00:00,1031,380,651
,01:00,510,190,320
,02:00,347,187,160
,03:00,536,344,192
,04:00,1404,984,420
,05:00,2602,1543,1059
,06:00,5733,2511,3222
,07:00,10030,5338,4692
,08:00,9800,5922,3878
,09:00,9421,5114,4307
,10:00,7933,4030,3903
,11:00,7850,3891,3959
,12:00,8029,3982,4047
,13:00,8416,4130,4286
,14:00,8572,4300,4272
,15:00,9432,4733,4699
,16:00,11313,5512,5801
,17:00,11103,5446,5657
,18:00,9134,4602,4532
,19:00,6573,3427,3146
,20:00,4429,2147,2282
,21:00,3311,1527,1784
,22:00,2535,1110,1425
,23:00,1523,651,872
,Total,141567,72001,69566
Tuesday 8 December 2015,00:00,1039,380,659
,01:00,538,213,325
,02:00,340,154,186
,03:00,535,332,203
,04:00,1180,799,381
,05:00,2179,1365,814
,06:00,5777,2618,3159
,07:00,10008,5342,4666
,08:00,10009,5908,4101
,09:00,9297,4864,4433
,10:00,8131,4055,4076
,11:00,7746,3936,3810
,12:00,8076,3944,4132
,13:00,8357,4225,4132
,14:00,8509,4281,4228
,15:00,9429,4739,4690
,16:00,11723,5743,5980
,17:00,11792,5832,5960
,18:00,9516,4976,4540
,19:00,6760,3378,3382
,20:00,4675,2277,2398
,21:00,3806,1775,2031
,22:00,2787,1289,1498
,23:00,1779,749,1030
,Total,143988,73174,70814
Wednesday 9 December 2015,00:00,1015,376,639
,01:00,497,232,265
,02:00,384,189,195
,03:00,544,355,189
,04:00,1215,815,400
,05:00,2165,1297,868
,06:00,5777,2593,3184
,07:00,10738,5514,5224
,08:00,9915,5967,3948
,09:00,9155,4706,4449
,10:00,7978,3994,3984
,11:00,7688,3944,3744
,12:00,8137,4053,4084
,13:00,8518,4276,4242
,14:00,8473,4219,4254
,15:00,9686,4872,4814
,16:00,11080,5620,5460
,17:00,11145,5692,5453
,18:00,9742,4928,4814
,19:00,6741,3449,3292
,20:00,5017,2392,2625
,21:00,4082,1925,2157
,22:00,2870,1223,1647
,23:00,1837,816,1021
,Total,144399,73447,70952
Thursday 10 December 2015,00:00,1101,470,631
,01:00,750,295,455
,02:00,481,196,285
,03:00,621,403,218
,04:00,1288,876,412
,05:00,2154,1251,903
,06:00,5556,2538,3018
,07:00,10531,5434,5097
,08:00,10177,6041,4136
,09:00,9200,4727,4473
,10:00,8288,4239,4049
,11:00,8125,4159,3966
,12:00,8348,4123,4225
,13:00,8638,4301,4337
,14:00,8696,4395,4301
,15:00,9896,5009,4887
,16:00,11774,5868,5906
,17:00,11968,5782,6186
,18:00,9543,4778,4765
,19:00,7002,3532,3470
,20:00,5326,2577,2749
,21:00,4444,2111,2333
,22:00,3081,1415,1666
,23:00,1964,920,1044
,Total,148952,75440,73512
Friday 11 December 2015,00:00,1410,528,882
,01:00,620,270,350
,02:00,481,228,253
,03:00,656,395,261
,04:00,1395,955,440
,05:00,2281,1350,931
,06:00,5436,2552,2884
,07:00,10256,5587,4669
,08:00,9698,5555,4143
,09:00,9027,4606,4421
,10:00,8012,4080,3932
,11:00,8314,4230,4084
,12:00,9059,4396,4663
,13:00,9598,4810,4788
,14:00,10463,5241,5222
,15:00,11495,5842,5653
,16:00,11731,5881,5850
,17:00,11366,5547,5819
,18:00,8804,4526,4278
,19:00,6992,3555,3437
,20:00,5445,2629,2816
,21:00,4236,2023,2213
,22:00,3137,1395,1742
,23:00,2303,1062,1241
,Total,152215,77243,74972
Saturday 12 December 2015,00:00,1700,738,962
,01:00,1303,534,769
,02:00,781,393,388
,03:00,840,446,394
,04:00,1219,815,404
,05:00,1671,995,676
,06:00,2145,1126,1019
,07:00,3304,1844,1460
,08:00,4617,2205,2412
,09:00,6182,3008,3174
,10:00,6782,3395,3387
,11:00,7976,4155,3821
,12:00,8792,4104,4688
,13:00,9044,4430,4614
,14:00,8756,4179,4577
,15:00,7952,3949,4003
,16:00,7853,3968,3885
,17:00,7052,3555,3497
