Date,Time,All,N,S
Saturday 1 August 2015,00:00,1746,710,1036
,01:00,1141,401,740
,02:00,680,330,350
,03:00,821,471,350
,04:00,1413,955,458
,05:00,1616,955,661
,06:00,2349,1194,1155
,07:00,3266,1798,1468
,08:00,4132,2161,1971
,09:00,5719,2936,2783
,10:00,7142,3611,3531
,11:00,8653,4215,4438
,12:00,9359,4422,4937
,13:00,9621,4729,4892
,14:00,9183,4569,4614
,15:00,8821,4485,4336
,16:00,8064,3957,4107
,17:00,7441,3583,3858
,18:00,6996,3223,3773
,19:00,5660,2654,3006
,20:00,4553,1946,2607
,21:00,2956,1466,1490
,22:00,2423,1169,1254
,23:00,1910,956,954
,Total,115665,56896,58769
Sunday 2 August 2015,00:00,1698,663,1035
,01:00,1280,426,854
,02:00,691,340,351
,03:00,841,547,294
,04:00,1236,871,365
,05:00,1326,783,543
,06:00,1644,894,750
,07:00,2157,1220,937
,08:00,2632,1448,1184
,09:00,3617,1965,1652
,10:00,5012,2574,2438
,11:00,6497,3382,3115
,12:00,8313,4368,3945
,13:00,8756,4515,4241
,14:00,8620,4435,4185
,15:00,7507,3804,3703
,16:00,7046,3579,3467
,17:00,7238,3564,3674
,18:00,7170,3265,3905
,19:00,5385,2538,2847
,20:00,4345,2070,2275
,21:00,2959,1510,1449
,22:00,2302,1014,1288
,23:00,1631,762,869
,Total,99903,50537,49366
Monday 3 August 2015,00:00,1505,513,992
,01:00,944,358,586
,02:00,539,286,253
,03:00,746,466,280
,04:00,1250,913,337
,05:00,1726,1040,686
,06:00,2045,1052,993
,07:00,2691,1440,1251
,08:00,2882,1522,1360
,09:00,3733,2025,1708
,10:00,5027,2649,2378
,11:00,6773,3449,3324
,12:00,8158,4142,4016
,13:00,8809,4513,4296
,14:00,8755,4389,4366
,15:00,8510,4440,4070
,16:00,8428,4233,4195
,17:00,8218,4261,3957
,18:00,7739,3972,3767
,19:00,6348,3073,3275
,20:00,4933,2466,2467
,21:00,3626,1868,1758
,22:00,2796,1303,1493
,23:00,1981,894,1087
,Total,108162,55267,52895
Tuesday 4 August 2015,00:00,1415,475,940
,01:00,785,258,527
,02:00,421,198,223
,03:00,640,450,190
,04:00,1332,958,374
,05:00,2221,1297,924
,06:00,4711,2359,2352
,07:00,10017,5091,4926
