Date,Time,All,N,S
Friday 1 May 2015,00:00,1473,519,954
,01:00,862,331,531
,02:00,457,214,243
,03:00,666,447,219
,04:00,1373,953,420
,05:00,2158,1270,888
,06:00,4988,2418,2570
,07:00,11279,5389,5890
,08:00,10177,5899,4278
,09:00,8542,4299,4243
,10:00,7995,3962,4033
,11:00,8549,4205,4344
,12:00,9542,4514,5028
,13:00,9923,4737,5186
,14:00,10655,5136,5519
,15:00,11810,5792,6018
,16:00,12196,6039,6157
,17:00,11654,5750,5904
,18:00,9348,4611,4737
,19:00,7641,3599,4042
,20:00,5762,2810,2952
,21:00,4191,2067,2124
,22:00,3180,1531,1649
,23:00,2179,1010,1169
,Total,156600,77502,79098
Saturday 2 May 2015,00:00,1571,630,941
,01:00,874,387,487
,02:00,532,270,262
,03:00,614,348,266
,04:00,1250,933,317
,05:00,1642,1054,588
,06:00,2038,1018,1020
,07:00,3232,1744,1488
,08:00,4298,2197,2101
,09:00,5885,3024,2861
,10:00,6965,3468,3497
,11:00,8003,3830,4173
,12:00,8776,4034,4742
,13:00,9160,4382,4778
,14:00,8987,4427,4560
,15:00,8132,4118,4014
,16:00,7776,3940,3836
,17:00,7050,3521,3529
,18:00,6387,3191,3196
,19:00,5108,2493,2615
,20:00,3967,1820,2147
,21:00,2698,1263,1435
,22:00,1984,918,1066
,23:00,1721,880,841
,Total,108650,53890,54760
Sunday 3 May 2015,00:00,1453,633,820
,01:00,1119,388,731
,02:00,545,256,289
,03:00,635,409,226
,04:00,1062,757,305
,05:00,1102,665,437
,06:00,1399,730,669
,07:00,1859,1007,852
,08:00,2200,1121,1079
,09:00,3328,1667,1661
,10:00,4454,2241,2213
,11:00,5959,3021,2938
,12:00,7353,3628,3725
,13:00,8467,4233,4234
,14:00,8173,4150,4023
,15:00,7413,3780,3633
,16:00,6996,3407,3589
,17:00,6949,3525,3424
,18:00,6489,3312,3177
,19:00,5362,2763,2599
,20:00,4194,2095,2099
,21:00,2726,1407,1319
,22:00,2341,1017,1324
,23:00,1583,689,894
,Total,93161,46901,46260
Monday 4 May 2015,00:00,1213,374,839
,01:00,639,271,368
,02:00,410,208,202
,03:00,510,326,184
,04:00,1017,732,285
,05:00,1416,821,595
,06:00,1622,815,807
,07:00,2415,1269,1146
,08:00,2558,1366,1192
,09:00,3528,1850,1678
,10:00,4910,2548,2362
,11:00,6624,3493,3131
,12:00,7910,4038,3872
,13:00,8494,4375,4119
,14:00,8688,4604,4084
,15:00,8503,4513,3990
,16:00,8427,4471,3956
,17:00,8195,4332,3863
,18:00,7325,3713,3612
,19:00,6253,3283,2970
,20:00,4969,2589,2380
,21:00,3386,1775,1611
,22:00,2586,1284,1302
,23:00,1768,728,1040
,Total,103366,53778,49588
Tuesday 5 May 2015,00:00,1288,409,879
,01:00,556,195,361
,02:00,319,148,171
,03:00,487,318,169
,04:00,1326,957,369
,05:00,2594,1572,1022
,06:00,4614,2101,2513
,07:00,9039,3966,5073
,08:00,10413,5872,4541
,09:00,9058,5159,3899
,10:00,7798,4162,3636
,11:00,7462,3863,3599
,12:00,7649,3792,3857
,13:00,8046,3985,4061
,14:00,8254,4072,4182
,15:00,8913,4434,4479
,16:00,11309,5694,5615
,17:00,12076,5969,6107
,18:00,9529,4935,4594
,19:00,6173,3095,3078
,20:00,4439,2162,2277
,21:00,3396,1656,1740
,22:00,2586,1201,1385
,23:00,1739,810,929
,Total,139063,70527,68536
Wednesday 6 May 2015,00:00,1362,457,905
,01:00,653,237,416
,02:00,379,181,198
,03:00,529,341,188
,04:00,1210,902,308
,05:00,2222,1352,870
,06:00,4942,2430,2512
,07:00,10396,5118,5278
,08:00,9998,5776,4222
,09:00,9062,4671,4391
,10:00,7399,3755,3644
,11:00,7205,3630,3575
,12:00,7660,3833,3827
,13:00,7881,4005,3876
,14:00,8152,4208,3944
,15:00,9174,4625,4549
,16:00,11688,5840,5848
,17:00,12513,6043,6470
,18:00,9870,4977,4893
,19:00,6501,3232,3269
,20:00,4649,2293,2356
,21:00,3855,1799,2056
,22:00,3037,1316,1721
,23:00,1877,846,1031
,Total,142214,71867,70347
Thursday 7 May 2015,00:00,1189,382,807
,01:00,577,246,331
,02:00,377,183,194
,03:00,544,348,196
,04:00,1213,847,366
,05:00,2067,1247,820
,06:00,4951,2380,2571
,07:00,11166,5514,5652
,08:00,10615,6066,4549
,09:00,8599,4499,4100
,10:00,7539,3911,3628
,11:00,7402,3789,3613
,12:00,7893,3893,4000
,13:00,8195,4116,4079
,14:00,8402,4225,4177
,15:00,9342,4741,4601
,16:00,11782,5946,5836
,17:00,12518,6212,6306
,18:00,10573,5250,5323
,19:00,7148,3599,3549
,20:00,5284,2590,2694
,21:00,4278,2057,2221
,22:00,3535,1452,2083
,23:00,2464,974,1490
,Total,147653,74467,73186
Friday 8 May 2015,00:00,1557,544,1013
,01:00,780,292,488
,02:00,469,205,264
,03:00,660,447,213
,04:00,1340,892,448
,05:00,2138,1251,887
,06:00,4777,2277,2500
,07:00,11212,5587,5625
,08:00,10171,5694,4477
,09:00,8498,4481,4017
,10:00,7633,3941,3692
,11:00,8018,4141,3877
,12:00,8692,4266,4426
,13:00,9486,4614,4872
,14:00,10024,4934,5090
,15:00,10983,5341,5642
,16:00,11303,5684,5619
,17:00,11123,5665,5458
,18:00,9875,4913,4962
,19:00,7078,3498,3580
,20:00,5157,2496,2661
,21:00,3934,1908,2026
,22:00,3026,1330,1696
,23:00,2332,920,1412
,Total,150266,75321,74945
Saturday 9 May 2015,00:00,1574,607,967
,01:00,918,348,570
,02:00,573,273,300
,03:00,816,415,401
,04:00,1185,836,349
,05:00,1599,991,608
,06:00,2264,1211,1053
,07:00,3584,2021,1563
,08:00,4849,2474,2375
,09:00,6527,3304,3223
,10:00,7288,3826,3462
,11:00,7848,3954,3894
,12:00,8540,4143,4397
,13:00,9145,4519,4626
,14:00,9087,4482,4605
,15:00,8466,4143,4323
,16:00,7915,3918,3997
,17:00,7761,3817,3944
,18:00,7167,3480,3687
,19:00,5772,2759,3013
,20:00,4312,2027,2285
,21:00,2824,1387,1437
,22:00,2436,1071,1365
,23:00,1891,897,994
,Total,114341,56903,57438
Sunday 10 May 2015,00:00,1633,666,967
,01:00,1195,441,754
,02:00,622,300,322
,03:00,722,440,282
,04:00,1182,841,341
,05:00,1315,799,516
,06:00,1417,742,675
,07:00,2086,1111,975
,08:00,2610,1268,1342
,09:00,3953,2012,1941
,10:00,5101,2458,2643
,11:00,6149,3042,3107
,12:00,8057,4133,3924
,13:00,8525,4190,4335
,14:00,8889,4619,4270
,15:00,8462,4408,4054
,16:00,8241,4146,4095
,17:00,8139,4287,3852
,18:00,7565,3861,3704
,19:00,6168,3026,3142
,20:00,4761,2292,2469
,21:00,3299,1630,1669
,22:00,2369,1090,1279
,23:00,1664,660,1004
,Total,104124,52462,51662
Monday 11 May 2015,00:00,1252,415,837
,01:00,572,189,383
,02:00,355,182,173
,03:00,548,359,189
,04:00,1326,955,371
,05:00,2619,1554,1065
,06:00,5150,2502,2648
,07:00,11212,5497,5715
,08:00,10992,6387,4605
,09:00,8660,4724,3936
,10:00,7518,3708,3810
,11:00,7279,3750,3529
,12:00,7604,3782,3822
,13:00,7871,3859,4012
,14:00,8015,3958,4057
,15:00,8758,4491,4267
,16:00,11443,5667,5776
,17:00,12263,6062,6201
,18:00,9382,4763,4619
,19:00,6171,2982,3189
,20:00,4390,2041,2349
,21:00,3350,1545,1805
,22:00,2545,1149,1396
,23:00,1562,689,873
,Total,140837,71210,69627
Tuesday 12 May 2015,00:00,1181,388,793
,01:00,567,188,379
,02:00,381,182,199
,03:00,534,370,164
,04:00,1262,902,360
,05:00,2188,1312,876
,06:00,4899,2366,2533
,07:00,10985,5352,5633
,08:00,10520,5833,4687
,09:00,8963,4689,4274
,10:00,7347,3778,3569
,11:00,7574,3948,3626
,12:00,7543,3809,3734
,13:00,7870,3826,4044
,14:00,8172,4196,3976
,15:00,8927,4463,4464
,16:00,10824,5010,5814
,17:00,12569,6340,6229
,18:00,9528,4830,4698
,19:00,6401,3242,3159
,20:00,4498,2159,2339
,21:00,3672,1718,1954
,22:00,2671,1225,1446
,23:00,1711,755,956
,Total,140787,70881,69906
Wednesday 13 May 2015,00:00,1251,414,837
,01:00,624,241,383
,02:00,394,192,202
,03:00,512,336,176
,04:00,1188,829,359
,05:00,2131,1283,848
,06:00,4996,2460,2536
,07:00,11595,5577,6018
,08:00,8441,5815,2626
,09:00,8063,4888,3175
,10:00,8055,3785,4270
,11:00,7255,3739,3516
,12:00,7934,3912,4022
,13:00,8147,4047,4100
,14:00,8586,4328,4258
,15:00,9225,4487,4738
,16:00,11750,5871,5879
,17:00,12644,6205,6439
,18:00,10185,5294,4891
,19:00,6878,3427,3451
,20:00,4968,2454,2514
,21:00,4389,2006,2383
,22:00,3103,1394,1709
,23:00,2037,893,1144
,Total,144351,73877,70474
Thursday 14 May 2015,00:00,1244,445,799
,01:00,675,256,419
,02:00,418,193,225
,03:00,546,371,175
,04:00,1237,854,383
,05:00,2064,1234,830
,06:00,4966,2372,2594
,07:00,10887,5449,5438
,08:00,9667,5924,3743
,09:00,9270,4671,4599
,10:00,7808,4063,3745
,11:00,7657,3927,3730
,12:00,8150,4018,4132
,13:00,8359,4125,4234
,14:00,8470,4196,4274
,15:00,9485,4690,4795
,16:00,12038,5968,6070
,17:00,12770,6325,6445
,18:00,10343,5424,4919
,19:00,7242,3474,3768
,20:00,5221,2544,2677
,21:00,4342,2078,2264
,22:00,3045,1345,1700
,23:00,2082,893,1189
,Total,147986,74839,73147
Friday 15 May 2015,00:00,1458,522,936
,01:00,742,258,484
,02:00,448,194,254
,03:00,626,409,217
,04:00,1387,948,439
,05:00,2211,1288,923
,06:00,4895,2373,2522
,07:00,11303,5493,5810
,08:00,10152,5732,4420
,09:00,8732,4527,4205
,10:00,7743,3914,3829
,11:00,8111,4169,3942
,12:00,8927,4408,4519
,13:00,9380,4683,4697
,14:00,10041,5034,5007
,15:00,11445,5647,5798
,16:00,12378,6066,6312
,17:00,11839,5878,5961
,18:00,9386,4724,4662
,19:00,7519,3582,3937
,20:00,5335,2611,2724
,21:00,4187,1981,2206
,22:00,3400,1505,1895
,23:00,2367,1020,1347
,Total,154012,76966,77046
Saturday 16 May 2015,00:00,1736,691,1045
,01:00,902,392,510
,02:00,571,296,275
,03:00,653,368,285
,04:00,1368,963,405
,05:00,1664,989,675
,06:00,2211,1190,1021
,07:00,3765,2023,1742
,08:00,4982,2633,2349
,09:00,7093,3669,3424
,10:00,7749,4118,3631
,11:00,8302,4237,4065
,12:00,9090,4354,4736
,13:00,9695,4668,5027
,14:00,9630,4684,4946
,15:00,8820,4268,4552
,16:00,8288,4038,4250
,17:00,8064,3772,4292
,18:00,7092,3512,3580
,19:00,5756,2876,2880
,20:00,4701,2285,2416
