Date,Time,All,N,S
Monday 1 June 2015,00:00,1373,475,898
,01:00,810,315,495
,02:00,442,229,213
,03:00,577,356,221
,04:00,1345,992,353
,05:00,1987,1174,813
,06:00,2186,1193,993
,07:00,2636,1465,1171
,08:00,2943,1513,1430
,09:00,3618,1866,1752
,10:00,4871,2485,2386
,11:00,6529,3308,3221
,12:00,7750,3851,3899
,13:00,8482,4293,4189
,14:00,8740,4587,4153
,15:00,8586,4652,3934
,16:00,8001,4237,3764
,17:00,7563,4109,3454
,18:00,7207,3715,3492
,19:00,5635,2859,2776
,20:00,4215,2045,2170
,21:00,3054,1465,1589
,22:00,2410,1060,1350
,23:00,1857,773,1084
,Total,102817,53017,49800
Tuesday 2 June 2015,00:00,1258,437,821
,01:00,874,242,632
,02:00,427,190,237
,03:00,581,390,191
,04:00,1465,1085,380
,05:00,2737,1702,1035
,06:00,5198,2490,2708
,07:00,11289,5552,5737
,08:00,10063,5635,4428
,09:00,8543,4430,4113
,10:00,7881,4168,3713
,11:00,7972,4128,3844
,12:00,8054,4008,4046
,13:00,8529,4306,4223
,14:00,8711,4271,4440
,15:00,9274,4670,4604
,16:00,11199,5785,5414
,17:00,12207,6090,6117
,18:00,9612,4907,4705
,19:00,6386,3186,3200
,20:00,4663,2257,2406
,21:00,3634,1652,1982
,22:00,2640,1210,1430
,23:00,1901,860,1041
,Total,145098,73651,71447
Wednesday 3 June 2015,00:00,1470,525,945
,01:00,730,230,500
,02:00,414,191,223
,03:00,619,419,200
,04:00,1461,1017,444
,05:00,2457,1483,974
,06:00,5084,2524,2560
,07:00,11296,5520,5776
,08:00,10502,6008,4494
,09:00,8710,4457,4253
,10:00,7473,3778,3695
,11:00,7172,3593,3579
,12:00,7883,4000,3883
,13:00,7910,3947,3963
,14:00,8325,4286,4039
,15:00,9195,4604,4591
,16:00,11627,5803,5824
,17:00,12283,6057,6226
,18:00,9971,5105,4866
,19:00,6684,3320,3364
,20:00,4936,2470,2466
,21:00,4063,1879,2184
,22:00,3027,1384,1643
,23:00,2002,813,1189
,Total,145294,73413,71881
Thursday 4 June 2015,00:00,1306,451,855
,01:00,599,258,341
,02:00,486,224,262
,03:00,634,421,213
,04:00,1368,942,426
,05:00,2348,1417,931
,06:00,4798,2352,2446
,07:00,11229,5479,5750
,08:00,10567,5944,4623
,09:00,8676,4427,4249
,10:00,7627,3956,3671
,11:00,7658,3978,3680
,12:00,8202,3944,4258
,13:00,8386,4151,4235
,14:00,8407,4155,4252
,15:00,9505,4868,4637
,16:00,11658,5920,5738
,17:00,12345,6144,6201
,18:00,10048,5104,4944
,19:00,6953,3437,3516
,20:00,5345,2602,2743
,21:00,4296,1957,2339
,22:00,3121,1396,1725
,23:00,2306,999,1307
,Total,147868,74526,73342
Friday 5 June 2015,00:00,1525,526,999
,01:00,756,268,488
,02:00,394,187,207
,03:00,661,437,224
,04:00,1422,986,436
,05:00,2240,1310,930
,06:00,4757,2378,2379
,07:00,10545,5207,5338
,08:00,10210,5564,4646
,09:00,8645,4493,4152
,10:00,7701,3942,3759
,11:00,7907,3983,3924
,12:00,8693,4267,4426
,13:00,9366,4654,4712
,14:00,9815,5004,4811
,15:00,10933,5414,5519
,16:00,12014,5798,6216
,17:00,12065,5867,6198
,18:00,9694,4671,5023
,19:00,7130,3316,3814
,20:00,5406,2581,2825
,21:00,4262,2067,2195
,22:00,3170,1485,1685
,23:00,2364,1107,1257
,Total,151675,75512,76163
Saturday 6 June 2015,00:00,1831,734,1097
,01:00,1018,390,628
,02:00,616,283,333
,03:00,691,433,258
,04:00,1344,927,417
,05:00,1788,1085,703
,06:00,2282,1236,1046
,07:00,3462,1874,1588
,08:00,4493,2337,2156
,09:00,6133,3136,2997
,10:00,6848,3506,3342
,11:00,7812,3940,3872
,12:00,8778,4187,4591
,13:00,9114,4431,4683
,14:00,8693,4298,4395
,15:00,8184,3939,4245
,16:00,7629,3726,3903
,17:00,7312,3706,3606
,18:00,6861,3387,3474
,19:00,5470,2654,2816
,20:00,3657,1785,1872
,21:00,2533,1185,1348
,22:00,2385,1212,1173
,23:00,2035,949,1086
,Total,110969,55340,55629
Sunday 7 June 2015,00:00,1628,723,905
,01:00,1426,446,980
,02:00,707,325,382
,03:00,742,495,247
,04:00,1418,961,457
,05:00,1476,765,711
,06:00,1618,863,755
,07:00,2127,1140,987
,08:00,2562,1294,1268
,09:00,3879,2094,1785
,10:00,5072,2672,2400
,11:00,6665,3449,3216
,12:00,7916,4089,3827
,13:00,8359,4364,3995
,14:00,8326,4333,3993
,15:00,8048,4078,3970
,16:00,7965,4077,3888
,17:00,7947,3954,3993
,18:00,7541,3801,3740
,19:00,6155,3143,3012
,20:00,4992,2552,2440
,21:00,3659,1840,1819
,22:00,2642,1291,1351
,23:00,2028,856,1172
,Total,104898,53605,51293
Monday 8 June 2015,00:00,1374,481,893
,01:00,666,215,451
,02:00,373,186,187
,03:00,547,358,189
,04:00,1512,1079,433
,05:00,2629,1600,1029
,06:00,5184,2541,2643
,07:00,11003,5419,5584
,08:00,9241,4441,4800
,09:00,8368,4464,3904
,10:00,7431,3726,3705
,11:00,7339,3776,3563
,12:00,7624,3778,3846
,13:00,7725,3777,3948
,14:00,8106,4149,3957
,15:00,8513,4267,4246
,16:00,11070,5544,5526
,17:00,12088,5818,6270
,18:00,9397,4973,4424
,19:00,6201,3066,3135
,20:00,4301,2057,2244
,21:00,3412,1569,1843
,22:00,2483,1229,1254
,23:00,2013,901,1112
,Total,138600,69414,69186
Tuesday 9 June 2015,00:00,1409,457,952
,01:00,671,261,410
,02:00,387,192,195
,03:00,584,397,187
,04:00,1432,1031,401
,05:00,2454,1500,954
,06:00,5065,2518,2547
,07:00,10803,5595,5208
,08:00,10997,5867,5130
,09:00,8661,4344,4317
,10:00,7444,3833,3611
,11:00,7520,3864,3656
,12:00,7797,3794,4003
,13:00,7823,3944,3879
,14:00,8392,4168,4224
,15:00,8971,4555,4416
,16:00,11481,5824,5657
,17:00,12059,5524,6535
,18:00,9270,4856,4414
,19:00,6538,3313,3225
,20:00,4583,2278,2305
,21:00,3865,1723,2142
,22:00,2880,1261,1619
,23:00,2018,854,1164
,Total,143104,71953,71151
Wednesday 10 June 2015,00:00,1437,449,988
,01:00,671,236,435
,02:00,386,171,215
,03:00,623,413,210
,04:00,1354,949,405
,05:00,2344,1447,897
,06:00,5063,2519,2544
,07:00,10642,5443,5199
,08:00,9404,5859,3545
,09:00,9441,4499,4942
,10:00,7457,3787,3670
,11:00,7489,3892,3597
,12:00,7853,3850,4003
,13:00,8070,4119,3951
,14:00,8382,4282,4100
,15:00,9309,4816,4493
,16:00,11522,5816,5706
,17:00,12373,6046,6327
,18:00,10072,5063,5009
,19:00,6830,3420,3410
,20:00,4811,2339,2472
,21:00,4296,1957,2339
,22:00,3214,1454,1760
,23:00,2127,873,1254
,Total,145170,73699,71471
Thursday 11 June 2015,00:00,1427,505,922
,01:00,698,255,443
,02:00,408,184,224
,03:00,639,437,202
,04:00,1406,995,411
,05:00,2270,1363,907
,06:00,4942,2449,2493
,07:00,11239,5508,5731
,08:00,10872,6035,4837
,09:00,8936,4537,4399
,10:00,7726,3887,3839
,11:00,7758,3985,3773
,12:00,8014,4210,3804
,13:00,8634,4181,4453
,14:00,8694,4469,4225
,15:00,9583,4752,4831
,16:00,11911,5854,6057
,17:00,12490,6025,6465
,18:00,9827,4904,4923
,19:00,6940,3388,3552
,20:00,5342,2633,2709
,21:00,4525,2161,2364
,22:00,3493,1524,1969
,23:00,2299,1020,1279
,Total,150073,75261,74812
Friday 12 June 2015,00:00,1626,645,981
,01:00,818,272,546
,02:00,434,193,241
,03:00,665,462,203
,04:00,1461,1019,442
,05:00,2241,1343,898
,06:00,4842,2402,2440
,07:00,10654,5344,5310
,08:00,10380,5660,4720
,09:00,8576,4421,4155
,10:00,7825,4037,3788
,11:00,8006,4000,4006
,12:00,8774,4422,4352
,13:00,9388,4626,4762
,14:00,9838,4917,4921
,15:00,11246,5529,5717
,16:00,12207,6024,6183
,17:00,11297,5607,5690
,18:00,9203,4501,4702
,19:00,7073,3321,3752
,20:00,5457,2576,2881
,21:00,3993,2017,1976
,22:00,3118,1418,1700
,23:00,2176,1010,1166
,Total,151298,75766,75532
Saturday 13 June 2015,00:00,1902,704,1198
,01:00,1109,396,713
,02:00,636,276,360
,03:00,745,473,272
,04:00,1407,990,417
,05:00,1828,1057,771
,06:00,2409,1290,1119
,07:00,3514,1997,1517
,08:00,4640,2355,2285
,09:00,6254,3270,2984
,10:00,7037,3528,3509
,11:00,7971,3920,4051
,12:00,8952,4245,4707
,13:00,9064,4420,4644
,14:00,8953,4356,4597
,15:00,8351,4076,4275
,16:00,8008,4002,4006
,17:00,7128,3451,3677
,18:00,6123,2984,3139
,19:00,5430,2618,2812
,20:00,4353,2061,2292
,21:00,2857,1360,1497
,22:00,2201,1079,1122
,23:00,2112,1014,1098
,Total,112984,55922,57062
Sunday 14 June 2015,00:00,2006,768,1238
,01:00,1398,491,907
,02:00,751,342,409
,03:00,855,547,308
,04:00,1396,990,406
,05:00,1484,891,593
,06:00,1646,884,762
,07:00,2185,1187,998
,08:00,2665,1291,1374
,09:00,3858,2007,1851
,10:00,5305,2687,2618
,11:00,6757,3539,3218
,12:00,7799,4017,3782
,13:00,8791,4702,4089
,14:00,8915,4691,4224
,15:00,8007,4157,3850
,16:00,7652,3889,3763
,17:00,7843,3913,3930
,18:00,7752,3872,3880
,19:00,6588,3257,3331
,20:00,5298,2574,2724
,21:00,3827,1934,1893
,22:00,2776,1358,1418
,23:00,2037,971,1066
,Total,107591,54959,52632
Monday 15 June 2015,00:00,1562,512,1050
,01:00,764,243,521
,02:00,419,186,233
,03:00,633,412,221
,04:00,1534,1099,435
,05:00,2719,1676,1043
,06:00,5168,2520,2648
,07:00,11276,5573,5703
,08:00,11044,6083,4961
,09:00,8472,4307,4165
,10:00,7385,3799,3586
,11:00,7405,3839,3566
,12:00,7784,3930,3854
,13:00,8103,4053,4050
,14:00,8382,4205,4177
,15:00,9010,4582,4428
,16:00,11310,5637,5673
,17:00,12282,5938,6344
,18:00,9455,4855,4600
,19:00,6089,3084,3005
,20:00,4449,2179,2270
,21:00,3419,1677,1742
,22:00,2645,1148,1497
,23:00,1877,846,1031
,Total,143186,72383,70803
Tuesday 16 June 2015,00:00,1386,446,940
,01:00,739,198,541
,02:00,384,196,188
,03:00,609,429,180
,04:00,1466,1076,390
,05:00,2619,1617,1002
,06:00,5098,2513,2585
,07:00,11164,5460,5704
,08:00,10767,5909,4858
,09:00,8671,4388,4283
,10:00,7506,3960,3546
,11:00,7384,3822,3562
,12:00,7914,3927,3987
,13:00,8149,4103,4046
,14:00,8361,4222,4139
,15:00,8978,4539,4439
,16:00,11626,5818,5808
,17:00,12286,6071,6215
,18:00,9861,5062,4799
,19:00,6401,3136,3265
,20:00,4390,2157,2233
,21:00,3815,1730,2085
,22:00,3158,1346,1812
,23:00,2087,984,1103
,Total,144819,73109,71710
Wednesday 17 June 2015,00:00,1515,504,1011
,01:00,813,251,562
,02:00,446,219,227
,03:00,633,436,197
,04:00,1444,1039,405
,05:00,2407,1482,925
,06:00,4957,2521,2436
,07:00,11209,5402,5807
,08:00,10671,5813,4858
,09:00,8801,4502,4299
,10:00,7496,3803,3693
,11:00,7596,3893,3703
,12:00,7954,4024,3930
,13:00,8077,4017,4060
,14:00,8714,4408,4306
,15:00,9296,4682,4614
,16:00,11357,5552,5805
,17:00,12044,5819,6225
,18:00,10443,5345,5098
,19:00,7244,3584,3660
,20:00,5011,2498,2513
,21:00,4426,2095,2331
,22:00,3364,1388,1976
,23:00,2341,1019,1322
,Total,148259,74296,73963
Thursday 18 June 2015,00:00,1540,546,994
,01:00,740,267,473
,02:00,494,209,285
,03:00,684,470,214
,04:00,1407,980,427
,05:00,2277,1387,890
,06:00,5073,2488,2585
,07:00,11011,5457,5554
,08:00,10948,5833,5115
,09:00,8826,4446,4380
,10:00,7477,3879,3598
,11:00,7832,4056,3776
,12:00,8187,4132,4055
,13:00,8320,4165,4155
,14:00,8813,4402,4411
,15:00,9311,4759,4552
,16:00,11243,5513,5730
,17:00,12548,6379,6169
,18:00,10312,5198,5114
,19:00,7290,3691,3599
,20:00,5554,2717,2837
,21:00,4592,2182,2410
,22:00,3466,1599,1867
,23:00,2618,1205,1413
,Total,150563,75960,74603
Friday 19 June 2015,00:00,2039,616,1423
,01:00,904,320,584
,02:00,510,224,286
,03:00,708,460,248
,04:00,1522,1047,475
,05:00,2332,1410,922
,06:00,4839,2417,2422
,07:00,10435,5209,5226
,08:00,10345,5496,4849
,09:00,8940,4593,4347
,10:00,7963,4157,3806
,11:00,8476,4428,4048
,12:00,9192,4643,4549
,13:00,9537,4621,4916
,14:00,10086,5090,4996
,15:00,11310,5591,5719
,16:00,12000,5924,6076
,17:00,11235,5520,5715
,18:00,9924,4614,5310
,19:00,7223,3390,3833
,20:00,5236,2481,2755
,21:00,4072,2023,2049
,22:00,3018,1216,1802
,23:00,2549,1198,1351
,Total,154395,76688,77707
Saturday 20 June 2015,00:00,2023,828,1195
,01:00,1030,430,600
,02:00,582,289,293
,03:00,764,487,277
,04:00,1394,1002,392
,05:00,1668,1000,668
,06:00,2260,1200,1060
,07:00,3565,2040,1525
,08:00,4835,2549,2286
,09:00,6166,3085,3081
,10:00,6951,3501,3450
,11:00,8133,3995,4138
,12:00,9235,4490,4745
,13:00,9591,4686,4905
,14:00,9338,4632,4706
,15:00,8758,4285,4473
,16:00,8574,4229,4345
,17:00,8199,4278,3921
,18:00,7195,3517,3678
,19:00,5775,2762,3013
,20:00,4532,2160,2372
,21:00,3145,1477,1668
,22:00,2519,1171,1348
,23:00,2745,1106,1639
,Total,118977,59199,59778
Sunday 21 June 2015,00:00,2453,895,1558
,01:00,1593,518,1075
,02:00,829,346,483
,03:00,881,569,312
,04:00,1475,1033,442
,05:00,1331,770,561
,06:00,1500,811,689
,07:00,2219,1299,920
,08:00,2752,1408,1344
,09:00,3712,1957,1755
,10:00,5207,2677,2530
,11:00,6767,3459,3308
,12:00,8483,4264,4219
,13:00,9221,4804,4417
,14:00,9044,4737,4307
,15:00,8642,4374,4268
,16:00,8182,4072,4110
,17:00,7954,3961,3993
,18:00,8040,3976,4064
,19:00,6805,3571,3234
,20:00,5434,2669,2765
,21:00,3790,1897,1893
,22:00,2645,1260,1385
,23:00,2062,911,1151
,Total,111021,56238,54783
Monday 22 June 2015,00:00,1429,482,947
,01:00,838,309,529
,02:00,491,210,281
,03:00,646,435,211
,04:00,1551,1091,460
,05:00,2647,1612,1035
,06:00,5125,2548,2577
,07:00,10773,5217,5556
,08:00,10682,5839,4843
,09:00,8752,4540,4212
,10:00,7449,3870,3579
,11:00,7395,3835,3560
,12:00,8108,4077,4031
,13:00,8280,4204,4076
,14:00,8400,4314,4086
,15:00,9288,4665,4623
,16:00,11240,5724,5516
,17:00,12318,6077,6241
,18:00,9447,4838,4609
,19:00,6297,3081,3216
,20:00,4496,2184,2312
,21:00,3549,1713,1836
,22:00,2842,1211,1631
,23:00,1740,834,906
,Total,143783,72910,70873
Tuesday 23 June 2015,00:00,1404,449,955
,01:00,728,260,468
,02:00,401,199,202
,03:00,624,448,176
,04:00,1548,1127,421
,05:00,2439,1504,935
,06:00,5046,2436,2610
,07:00,10887,5382,5505
,08:00,10938,5914,5024
,09:00,8848,4488,4360
,10:00,7596,3980,3616
,11:00,7659,4031,3628
,12:00,7907,3933,3974
,13:00,8111,4067,4044
,14:00,8629,4480,4149
,15:00,9306,4698,4608
,16:00,11726,5848,5878
,17:00,12151,6064,6087
,18:00,9782,4859,4923
,19:00,6544,3295,3249
,20:00,4543,2197,2346
,21:00,3820,1771,2049
,22:00,2800,1244,1556
,23:00,2004,930,1074
,Total,145441,73604,71837
Wednesday 24 June 2015,00:00,1502,540,962
,01:00,867,283,584
,02:00,467,205,262
,03:00,629,428,201
,04:00,1454,1025,429
,05:00,2279,1362,917
,06:00,4936,2407,2529
,07:00,10933,5377,5556
,08:00,10993,5914,5079
,09:00,8962,4520,4442
,10:00,7639,3945,3694
,11:00,7604,3876,3728
,12:00,8137,4072,4065
,13:00,8140,4059,4081
,14:00,8559,4381,4178
,15:00,9361,4692,4669
,16:00,11716,5838,5878
,17:00,11711,5888,5823
,18:00,10553,5467,5086
,19:00,6614,3354,3260
,20:00,4932,2416,2516
,21:00,4429,2012,2417
,22:00,3138,1350,1788
,23:00,2136,953,1183
,Total,147691,74364,73327
Thursday 25 June 2015,00:00,1557,535,1022
,01:00,753,242,511
,02:00,496,234,262
,03:00,708,463,245
,04:00,1479,1055,424
,05:00,2324,1389,935
,06:00,4858,2421,2437
,07:00,10928,5472,5456
,08:00,10992,5922,5070
,09:00,8954,4500,4454
,10:00,7733,3836,3897
,11:00,7783,3963,3820
,12:00,8209,4088,4121
,13:00,8481,4235,4246
,14:00,8878,4470,4408
,15:00,9776,4948,4828
,16:00,11755,5805,5950
,17:00,12071,6073,5998
,18:00,10232,5113,5119
,19:00,7082,3363,3719
,20:00,5299,2717,2582
,21:00,4523,2188,2335
,22:00,3259,1513,1746
,23:00,2453,1061,1392
,Total,150583,75606,74977
Friday 26 June 2015,00:00,1766,644,1122
,01:00,957,319,638
,02:00,465,219,246
,03:00,758,495,263
,04:00,1566,1040,526
,05:00,2248,1336,912
,06:00,4878,2456,2422
,07:00,10245,5230,5015
,08:00,10454,5561,4893
,09:00,8635,4390,4245
,10:00,7609,3908,3701
,11:00,8302,4108,4194
,12:00,9467,4707,4760
,13:00,9875,4769,5106
,14:00,10306,5120,5186
,15:00,11456,5526,5930
,16:00,12223,5973,6250
,17:00,11805,5803,6002
,18:00,9296,4420,4876
,19:00,7247,3430,3817
,20:00,5573,2658,2915
,21:00,4325,2193,2132
,22:00,3411,1540,1871
,23:00,2639,1206,1433
,Total,155506,77051,78455
Saturday 27 June 2015,00:00,2046,791,1255
,01:00,1097,467,630
,02:00,665,307,358
,03:00,836,498,338
,04:00,1383,945,438
,05:00,1721,981,740
,06:00,2265,1191,1074
,07:00,3431,1867,1564
,08:00,4885,2345,2540
,09:00,6329,3114,3215
,10:00,7402,3751,3651
,11:00,8590,4349,4241
,12:00,9354,4600,4754
,13:00,9648,4712,4936
,14:00,9039,4356,4683
,15:00,8465,4076,4389
,16:00,7921,3946,3975
,17:00,7897,3916,3981
,18:00,7021,3431,3590
,19:00,5712,2849,2863
,20:00,4610,2210,2400
,21:00,2993,1451,1542
,22:00,2412,1208,1204
,23:00,2173,1112,1061
,Total,117895,58473,59422
Sunday 28 June 2015,00:00,1916,802,1114
,01:00,1451,495,956
,02:00,794,332,462
,03:00,843,540,303
,04:00,1373,961,412
,05:00,1403,846,557
,06:00,1496,831,665
,07:00,2211,1162,1049
,08:00,2700,1418,1282
,09:00,3621,2005,1616
,10:00,5142,2643,2499
,11:00,6876,3555,3321
,12:00,8489,4542,3947
,13:00,9344,5108,4236
,14:00,9292,4995,4297
,15:00,8384,4334,4050
,16:00,7847,4015,3832
,17:00,8138,3987,4151
,18:00,8550,4078,4472
,19:00,6708,3425,3283
,20:00,5377,2640,2737
,21:00,3875,1876,1999
,22:00,2881,1313,1568
,23:00,2120,948,1172
,Total,110831,56851,53980
Monday 29 June 2015,00:00,1480,488,992
,01:00,813,248,565
,02:00,457,239,218
,03:00,752,473,279
,04:00,1573,1117,456
,05:00,2655,1632,1023
,06:00,5191,2609,2582
,07:00,10815,5361,5454
,08:00,11038,6073,4965
,09:00,8423,4249,4174
,10:00,7628,3883,3745
,11:00,7524,3887,3637
,12:00,8143,4094,4049
,13:00,8364,4271,4093
,14:00,8646,4482,4164
,15:00,9194,4661,4533
,16:00,11344,5651,5693
,17:00,12377,6181,6196
,18:00,10000,5028,4972
,19:00,6503,3264,3239
,20:00,4658,2246,2412
,21:00,3635,1705,1930
,22:00,2827,1235,1592
,23:00,2048,878,1170
,Total,146088,73955,72133
Tuesday 30 June 2015,00:00,1570,499,1071
,01:00,760,275,485
,02:00,453,218,235
,03:00,625,416,209
,04:00,1449,1032,417
,05:00,2404,1457,947
,06:00,4852,2436,2416
,07:00,10728,5356,5372
,08:00,11142,6158,4984
,09:00,8745,4489,4256
,10:00,7770,4021,3749
,11:00,6697,3500,3197
,12:00,6889,3367,3522
,13:00,8710,4399,4311
,14:00,8633,4441,4192
,15:00,9358,4742,4616
,16:00,11788,5874,5914
,17:00,12406,6052,6354
,18:00,10038,4970,5068
,19:00,7235,3681,3554
,20:00,5249,2384,2865
,21:00,4246,1905,2341
,22:00,3147,1440,1707
,23:00,2423,1053,1370
,Total,147317,74165,73152
