Date,Time,All,N,S
Thursday 1 December 2016,00:00,1052,413,639
,01:00,563,231,332
,02:00,414,215,199
,03:00,634,379,255
,04:00,1358,932,426
,05:00,2470,1483,987
,06:00,6298,2923,3375
,07:00,10184,5618,4566
,08:00,10087,5781,4306
,09:00,9780,5202,4578
,10:00,8520,4408,4112
,11:00,8411,4403,4008
,12:00,8211,4372,3839
,13:00,9004,4559,4445
,14:00,9097,4609,4488
,15:00,10343,5150,5193
,16:00,11966,6063,5903
,17:00,11761,5846,5915
,18:00,8495,4054,4441
,19:00,8212,4516,3696
,20:00,5819,2705,3114
,21:00,4690,2271,2419
,22:00,3227,1385,1842
,23:00,2123,855,1268
,Total,152719,78373,74346
Friday 2 December 2016,00:00,1375,450,925
,01:00,616,268,348
,02:00,510,250,260
,03:00,677,432,245
,04:00,1533,1092,441
,05:00,2484,1468,1016
,06:00,6089,2881,3208
,07:00,10469,5768,4701
,08:00,10005,5805,4200
,09:00,9003,4614,4389
,10:00,8477,4395,4082
,11:00,8909,4593,4316
,12:00,9584,4735,4849
,13:00,10085,5049,5036
,14:00,10608,5100,5508
,15:00,11091,5856,5235
,16:00,11519,5867,5652
,17:00,10924,5527,5397
,18:00,9232,5016,4216
,19:00,7639,3664,3975
,20:00,5459,2665,2794
,21:00,4405,2094,2311
,22:00,3243,1429,1814
,23:00,2469,1061,1408
,Total,156405,80079,76326
Saturday 3 December 2016,00:00,1698,679,1019
,01:00,1033,478,555
,02:00,667,328,339
,03:00,755,432,323
,04:00,1253,848,405
,05:00,1758,1038,720
,06:00,2463,1338,1125
,07:00,3726,2005,1721
,08:00,5350,2713,2637
,09:00,6987,3399,3588
,10:00,7621,3816,3805
,11:00,8695,4407,4288
,12:00,9328,4675,4653
,13:00,9467,4664,4803
,14:00,9062,4436,4626
,15:00,8701,4350,4351
,16:00,8787,4407,4380
,17:00,7858,4031,3827
,18:00,6963,3632,3331
,19:00,5663,2974,2689
,20:00,3947,1792,2155
,21:00,2765,1216,1549
,22:00,2416,1029,1387
,23:00,1963,855,1108
,Total,118926,59542,59384
Sunday 4 December 2016,00:00,1650,623,1027
,01:00,1085,488,597
,02:00,733,374,359
,03:00,682,394,288
,04:00,999,663,336
,05:00,1262,741,521
,06:00,1438,721,717
,07:00,2115,1154,961
,08:00,2891,1436,1455
,09:00,4822,2461,2361
,10:00,6399,3324,3075
,11:00,7539,3732,3807
,12:00,8980,4489,4491
,13:00,9631,4858,4773
,14:00,9395,4879,4516
,15:00,8944,4552,4392
,16:00,9066,4470,4596
,17:00,8354,4208,4146
,18:00,7814,4074,3740
,19:00,6461,3253,3208
,20:00,4856,2331,2525
,21:00,3757,1742,2015
,22:00,2925,1119,1806
,23:00,1801,728,1073
,Total,113599,56814,56785
Monday 5 December 2016,00:00,1166,359,807
,01:00,499,186,313
,02:00,345,190,155
,03:00,599,366,233
,04:00,1398,1018,380
,05:00,2867,1743,1124
,06:00,6531,3019,3512
,07:00,10599,5781,4818
,08:00,10315,5869,4446
,09:00,9616,5089,4527
,10:00,8468,4250,4218
,11:00,7991,4029,3962
,12:00,8452,4245,4207
,13:00,8658,4350,4308
,14:00,8978,4472,4506
,15:00,9921,4966,4955
,16:00,12044,5933,6111
,17:00,11480,5718,5762
,18:00,9169,4756,4413
,19:00,6503,3245,3258
,20:00,4982,2338,2644
,21:00,3610,1628,1982
,22:00,2358,1049,1309
,23:00,1635,742,893
,Total,148184,75341,72843
Tuesday 6 December 2016,00:00,1163,363,800
,01:00,530,235,295
,02:00,400,205,195
,03:00,585,378,207
,04:00,1280,888,392
,05:00,2455,1500,955
,06:00,6321,2950,3371
