Date,Time,All,N,S
Monday 1 February 2016,00:00,1020,370,650
,01:00,574,191,383
,02:00,319,157,162
,03:00,456,307,149
,04:00,1234,854,380
,05:00,2517,1506,1011
,06:00,5512,2621,2891
,07:00,10563,5476,5087
,08:00,10233,6085,4148
,09:00,9105,4918,4187
,10:00,7197,3846,3351
,11:00,7169,3754,3415
,12:00,7164,3596,3568
,13:00,7715,3870,3845
,14:00,7933,3900,4033
,15:00,8670,4257,4413
,16:00,11200,5468,5732
,17:00,11560,5693,5867
,18:00,8912,4470,4442
,19:00,5816,2963,2853
,20:00,3952,1835,2117
,21:00,3144,1446,1698
,22:00,2428,1009,1419
,23:00,1328,585,743
,Total,135721,69177,66544
Tuesday 2 February 2016,00:00,981,396,585
,01:00,608,203,405
,02:00,356,177,179
,03:00,477,316,161
,04:00,1056,725,331
,05:00,2161,1379,782
,06:00,5268,2519,2749
,07:00,10974,5595,5379
,08:00,10536,6037,4499
,09:00,9122,4788,4334
,10:00,7372,3878,3494
,11:00,7296,3721,3575
,12:00,7472,3671,3801
,13:00,7722,3898,3824
,14:00,8000,3981,4019
,15:00,8989,4527,4462
,16:00,11127,5616,5511
,17:00,11679,5740,5939
,18:00,9688,5001,4687
,19:00,6357,3222,3135
,20:00,4337,2024,2313
,21:00,3376,1447,1929
,22:00,2453,1129,1324
,23:00,1585,664,921
,Total,138992,70654,68338
Wednesday 3 February 2016,00:00,971,352,619
,01:00,416,192,224
,02:00,381,168,213
,03:00,468,305,163
,04:00,1222,846,376
,05:00,2127,1292,835
,06:00,5314,2577,2737
,07:00,10704,5438,5266
,08:00,10690,6111,4579
,09:00,9282,4790,4492
,10:00,7372,3876,3496
,11:00,7342,3779,3563
,12:00,7738,3961,3777
,13:00,8376,4094,4282
,14:00,8254,4102,4152
,15:00,9471,4686,4785
,16:00,11362,5361,6001
,17:00,11001,5968,5033
,18:00,9999,4992,5007
,19:00,6717,3533,3184
,20:00,4846,2297,2549
,21:00,3954,1683,2271
,22:00,2705,1196,1509
,23:00,1617,720,897
,Total,142329,72319,70010
Thursday 4 February 2016,00:00,978,368,610
,01:00,468,185,283
,02:00,422,174,248
,03:00,517,327,190
,04:00,1058,721,337
,05:00,2029,1253,776
,06:00,5299,2527,2772
,07:00,10949,5484,5465
,08:00,10452,6035,4417
,09:00,9255,4803,4452
,10:00,7544,3993,3551
,11:00,7347,3790,3557
,12:00,7650,3721,3929
,13:00,8283,4125,4158
,14:00,8503,4217,4286
,15:00,9525,4754,4771
,16:00,11798,5931,5867
,17:00,11855,5850,6005
,18:00,9572,4723,4849
,19:00,7042,3601,3441
,20:00,5020,2384,2636
,21:00,4180,1928,2252
,22:00,2951,1219,1732
,23:00,1816,849,967
,Total,144513,72962,71551
Friday 5 February 2016,00:00,1214,428,786
,01:00,499,215,284
,02:00,404,199,205
,03:00,598,389,209
,04:00,1285,885,400
,05:00,2222,1314,908
,06:00,5245,2495,2750
,07:00,10810,5733,5077
,08:00,10443,5850,4593
,09:00,8776,4509,4267
,10:00,7472,3887,3585
,11:00,7847,4080,3767
,12:00,8627,4216,4411
,13:00,6071,1857,4214
,14:00,10013,5426,4587
,15:00,10927,5487,5440
,16:00,11248,5801,5447
,17:00,11108,5621,5487
,18:00,9823,4744,5079
,19:00,6969,3428,3541
,20:00,5042,2392,2650
,21:00,4084,1843,2241
,22:00,2835,1257,1578
,23:00,2020,930,1090
