Date,Time,All,N,S
Tuesday 1 March 2016,00:00,1131,334,797
,01:00,470,183,287
,02:00,326,154,172
,03:00,497,323,174
,04:00,1233,853,380
,05:00,2241,1355,886
,06:00,5231,2520,2711
,07:00,10548,5648,4900
,08:00,10667,6116,4551
,09:00,9356,4772,4584
,10:00,7716,4112,3604
,11:00,7451,3878,3573
,12:00,7755,3780,3975
,13:00,7880,3978,3902
,14:00,8369,4159,4210
,15:00,9074,4537,4537
,16:00,11066,5362,5704
,17:00,10309,5367,4942
,18:00,8793,5167,3626
,19:00,6732,3281,3451
,20:00,4657,2199,2458
,21:00,3783,1619,2164
,22:00,2750,1260,1490
,23:00,1571,699,872
,Total,139606,71656,67950
Wednesday 2 March 2016,00:00,982,353,629
,01:00,453,201,252
,02:00,387,174,213
,03:00,522,348,174
,04:00,1277,867,410
,05:00,2340,1416,924
,06:00,5178,2540,2638
,07:00,10832,5456,5376
,08:00,10554,5998,4556
,09:00,9515,4991,4524
,10:00,7534,3799,3735
,11:00,7461,3876,3585
,12:00,7617,3758,3859
,13:00,8126,4174,3952
,14:00,8445,4224,4221
,15:00,9310,4741,4569
,16:00,11932,5841,6091
,17:00,11611,5907,5704
,18:00,9771,4901,4870
,19:00,6847,3409,3438
,20:00,4814,2379,2435
,21:00,4010,1770,2240
,22:00,3007,1287,1720
,23:00,1688,750,938
,Total,144213,73160,71053
Thursday 3 March 2016,00:00,1003,379,624
,01:00,493,200,293
,02:00,390,184,206
,03:00,514,325,189
,04:00,1204,823,381
,05:00,2170,1246,924
,06:00,5395,2604,2791
,07:00,11231,5812,5419
,08:00,10879,6092,4787
,09:00,9343,4659,4684
,10:00,8068,4090,3978
,11:00,7752,3997,3755
,12:00,8100,4056,4044
,13:00,8633,4275,4358
,14:00,8761,4363,4398
,15:00,9897,4916,4981
,16:00,11723,5957,5766
,17:00,11284,5661,5623
,18:00,9905,5001,4904
,19:00,7433,3677,3756
,20:00,5388,2602,2786
,21:00,4383,1911,2472
,22:00,3073,1279,1794
,23:00,1856,766,1090
,Total,148878,74875,74003
Friday 4 March 2016,00:00,1180,400,780
,01:00,522,241,281
,02:00,403,182,221
,03:00,607,409,198
,04:00,1369,932,437
,05:00,2223,1323,900
,06:00,4683,2308,2375
,07:00,9526,4809,4717
,08:00,10076,5489,4587
,09:00,8981,4730,4251
,10:00,7737,4100,3637
,11:00,8071,4179,3892
,12:00,8732,4376,4356
,13:00,9512,4769,4743
,14:00,10011,4869,5142
,15:00,11424,5544,5880
,16:00,11784,6150,5634
,17:00,11466,5815,5651
,18:00,9405,4663,4742
,19:00,7434,3629,3805
,20:00,5381,2523,2858
,21:00,4188,2100,2088
,22:00,3681,1480,2201
,23:00,2292,994,1298
,Total,150688,76014,74674
Saturday 5 March 2016,00:00,1571,616,955
,01:00,1045,374,671
,02:00,564,267,297
,03:00,638,399,239
,04:00,1181,821,360
,05:00,1581,919,662
,06:00,2007,1083,924
,07:00,3389,1803,1586
,08:00,5050,2502,2548
,09:00,6512,3235,3277
,10:00,7314,3728,3586
,11:00,8387,4226,4161
,12:00,9300,4490,4810
,13:00,9474,4604,4870
,14:00,9045,4475,4570
,15:00,8685,4238,4447
,16:00,8505,4195,4310
,17:00,7926,4064,3862
,18:00,7156,3616,3540
,19:00,5529,2862,2667
,20:00,4079,1877,2202
,21:00,3081,1298,1783
,22:00,2190,1047,1143
,23:00,1898,788,1110
,Total,116107,57527,58580
Sunday 6 March 2016,00:00,1456,555,901
,01:00,878,414,464
,02:00,628,307,321
,03:00,623,377,246
,04:00,1017,712,305
,05:00,1138,619,519
,06:00,1398,761,637
,07:00,2158,1186,972
,08:00,2722,1471,1251
,09:00,3667,1769,1898
,10:00,5112,2609,2503
,11:00,6724,3413,3311
,12:00,8318,4219,4099
,13:00,9426,4826,4600
,14:00,9405,4937,4468
,15:00,8833,4532,4301
,16:00,8362,4074,4288
,17:00,8394,4224,4170
,18:00,8145,4167,3978
,19:00,6697,3290,3407
,20:00,5248,2657,2591
,21:00,3998,1886,2112
,22:00,2787,1131,1656
,23:00,1622,680,942
,Total,108756,54816,53940
Monday 7 March 2016,00:00,1222,401,821
