datetime,dayOfWeek,month,time,northBound,southBound
2016/3/1 00:00,2,3,0,334,797
2016/3/1 01:00,2,3,100,183,287
2016/3/1 02:00,2,3,200,154,172
2016/3/1 03:00,2,3,300,323,174
2016/3/1 04:00,2,3,400,853,380
2016/3/1 05:00,2,3,500,1355,886
2016/3/1 06:00,2,3,600,2520,2711
2016/3/1 07:00,2,3,700,5648,4900
2016/3/1 08:00,2,3,800,6116,4551
2016/3/1 09:00,2,3,900,4772,4584
2016/3/1 10:00,2,3,1000,4112,3604
2016/3/1 11:00,2,3,1100,3878,3573
2016/3/1 12:00,2,3,1200,3780,3975
2016/3/1 13:00,2,3,1300,3978,3902
2016/3/1 14:00,2,3,1400,4159,4210
2016/3/1 15:00,2,3,1500,4537,4537
2016/3/1 16:00,2,3,1600,5362,5704
2016/3/1 17:00,2,3,1700,5367,4942
2016/3/1 18:00,2,3,1800,5167,3626
2016/3/1 19:00,2,3,1900,3281,3451
2016/3/1 20:00,2,3,2000,2199,2458
2016/3/1 21:00,2,3,2100,1619,2164
2016/3/1 22:00,2,3,2200,1260,1490
2016/3/1 23:00,2,3,2300,699,872
2016/3/2 00:00,3,3,0,353,629
2016/3/2 01:00,3,3,100,201,252
2016/3/2 02:00,3,3,200,174,213
2016/3/2 03:00,3,3,300,348,174
2016/3/2 04:00,3,3,400,867,410
2016/3/2 05:00,3,3,500,1416,924
2016/3/2 06:00,3,3,600,2540,2638
2016/3/2 07:00,3,3,700,5456,5376
2016/3/2 08:00,3,3,800,5998,4556
2016/3/2 09:00,3,3,900,4991,4524
2016/3/2 10:00,3,3,1000,3799,3735
2016/3/2 11:00,3,3,1100,3876,3585
2016/3/2 12:00,3,3,1200,3758,3859
2016/3/2 13:00,3,3,1300,4174,3952
2016/3/2 14:00,3,3,1400,4224,4221
2016/3/2 15:00,3,3,1500,4741,4569
2016/3/2 16:00,3,3,1600,5841,6091
2016/3/2 17:00,3,3,1700,5907,5704
2016/3/2 18:00,3,3,1800,4901,4870
2016/3/2 19:00,3,3,1900,3409,3438
2016/3/2 20:00,3,3,2000,2379,2435
2016/3/2 21:00,3,3,2100,1770,2240
2016/3/2 22:00,3,3,2200,1287,1720
2016/3/2 23:00,3,3,2300,750,938
2016/3/3 00:00,4,3,0,379,624
2016/3/3 01:00,4,3,100,200,293
2016/3/3 02:00,4,3,200,184,206
2016/3/3 03:00,4,3,300,325,189
2016/3/3 04:00,4,3,400,823,381
2016/3/3 05:00,4,3,500,1246,924
2016/3/3 06:00,4,3,600,2604,2791
2016/3/3 07:00,4,3,700,5812,5419
2016/3/3 08:00,4,3,800,6092,4787
2016/3/3 09:00,4,3,900,4659,4684
2016/3/3 10:00,4,3,1000,4090,3978
2016/3/3 11:00,4,3,1100,3997,3755
2016/3/3 12:00,4,3,1200,4056,4044
2016/3/3 13:00,4,3,1300,4275,4358
2016/3/3 14:00,4,3,1400,4363,4398
2016/3/3 15:00,4,3,1500,4916,4981
2016/3/3 16:00,4,3,1600,5957,5766
2016/3/3 17:00,4,3,1700,5661,5623
2016/3/3 18:00,4,3,1800,5001,4904
2016/3/3 19:00,4,3,1900,3677,3756
2016/3/3 20:00,4,3,2000,2602,2786
2016/3/3 21:00,4,3,2100,1911,2472
2016/3/3 22:00,4,3,2200,1279,1794
2016/3/3 23:00,4,3,2300,766,1090
2016/3/4 00:00,5,3,0,400,780
2016/3/4 01:00,5,3,100,241,281
2016/3/4 02:00,5,3,200,182,221
2016/3/4 03:00,5,3,300,409,198
2016/3/4 04:00,5,3,400,932,437
2016/3/4 05:00,5,3,500,1323,900
2016/3/4 06:00,5,3,600,2308,2375
2016/3/4 07:00,5,3,700,4809,4717
2016/3/4 08:00,5,3,800,5489,4587
2016/3/4 09:00,5,3,900,4730,4251
2016/3/4 10:00,5,3,1000,4100,3637
2016/3/4 11:00,5,3,1100,4179,3892
2016/3/4 12:00,5,3,1200,4376,4356
2016/3/4 13:00,5,3,1300,4769,4743
2016/3/4 14:00,5,3,1400,4869,5142
2016/3/4 15:00,5,3,1500,5544,5880
2016/3/4 16:00,5,3,1600,6150,5634
2016/3/4 17:00,5,3,1700,5815,5651
2016/3/4 18:00,5,3,1800,4663,4742
2016/3/4 19:00,5,3,1900,3629,3805
2016/3/4 20:00,5,3,2000,2523,2858
2016/3/4 21:00,5,3,2100,2100,2088
2016/3/4 22:00,5,3,2200,1480,2201
2016/3/4 23:00,5,3,2300,994,1298
2016/3/5 00:00,6,3,0,616,955
2016/3/5 01:00,6,3,100,374,671
2016/3/5 02:00,6,3,200,267,297
2016/3/5 03:00,6,3,300,399,239
2016/3/5 04:00,6,3,400,821,360
2016/3/5 05:00,6,3,500,919,662
2016/3/5 06:00,6,3,600,1083,924
2016/3/5 07:00,6,3,700,1803,1586
2016/3/5 08:00,6,3,800,2502,2548
2016/3/5 09:00,6,3,900,3235,3277
2016/3/5 10:00,6,3,1000,3728,3586
2016/3/5 11:00,6,3,1100,4226,4161
2016/3/5 12:00,6,3,1200,4490,4810
2016/3/5 13:00,6,3,1300,4604,4870
2016/3/5 14:00,6,3,1400,4475,4570
2016/3/5 15:00,6,3,1500,4238,4447
2016/3/5 16:00,6,3,1600,4195,4310
2016/3/5 17:00,6,3,1700,4064,3862
2016/3/5 18:00,6,3,1800,3616,3540
2016/3/5 19:00,6,3,1900,2862,2667
2016/3/5 20:00,6,3,2000,1877,2202
2016/3/5 21:00,6,3,2100,1298,1783
2016/3/5 22:00,6,3,2200,1047,1143
2016/3/5 23:00,6,3,2300,788,1110
2016/3/6 00:00,7,3,0,555,901
2016/3/6 01:00,7,3,100,414,464
2016/3/6 02:00,7,3,200,307,321
2016/3/6 03:00,7,3,300,377,246
2016/3/6 04:00,7,3,400,712,305
2016/3/6 05:00,7,3,500,619,519
2016/3/6 06:00,7,3,600,761,637
2016/3/6 07:00,7,3,700,1186,972
2016/3/6 08:00,7,3,800,1471,1251
2016/3/6 09:00,7,3,900,1769,1898
2016/3/6 10:00,7,3,1000,2609,2503
2016/3/6 11:00,7,3,1100,3413,3311
2016/3/6 12:00,7,3,1200,4219,4099
2016/3/6 13:00,7,3,1300,4826,4600
2016/3/6 14:00,7,3,1400,4937,4468
2016/3/6 15:00,7,3,1500,4532,4301
2016/3/6 16:00,7,3,1600,4074,4288
2016/3/6 17:00,7,3,1700,4224,4170
2016/3/6 18:00,7,3,1800,4167,3978
2016/3/6 19:00,7,3,1900,3290,3407
2016/3/6 20:00,7,3,2000,2657,2591
2016/3/6 21:00,7,3,2100,1886,2112
2016/3/6 22:00,7,3,2200,1131,1656
2016/3/6 23:00,7,3,2300,680,942
2016/3/7 00:00,1,3,0,401,821
2016/3/7 01:00,1,3,100,188,310
2016/3/7 02:00,1,3,200,167,146
2016/3/7 03:00,1,3,300,361,197
2016/3/7 04:00,1,3,400,967,420
2016/3/7 05:00,1,3,500,1696,1049
2016/3/7 06:00,1,3,600,2589,2780
2016/3/7 07:00,1,3,700,5669,5305
2016/3/7 08:00,1,3,800,6018,4615
2016/3/7 09:00,1,3,900,5256,4343
2016/3/7 10:00,1,3,1000,3993,3715
2016/3/7 11:00,1,3,1100,3919,3620
2016/3/7 12:00,1,3,1200,4083,3751
2016/3/7 13:00,1,3,1300,4077,4151
2016/3/7 14:00,1,3,1400,4230,4231
2016/3/7 15:00,1,3,1500,4584,4656
2016/3/7 16:00,1,3,1600,5787,6185
2016/3/7 17:00,1,3,1700,5711,6146
2016/3/7 18:00,1,3,1800,4609,4322
2016/3/7 19:00,1,3,1900,3111,3099
